"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"2576","GO:0005622",1.24035856029325e-11,1,2001,13539,"intracellular anatomical structure","CC",2.68922139457181e-07
"12827","GO:0051128",1.9283593459301e-10,1,423,2379,"regulation of cellular component organization","BP",2.09043794895553e-06
"2518","GO:0005515",1.31467267057547e-09,1,1954,13251,"protein binding","MF",9.50113939024891e-06
"12417","GO:0048856",3.26980177867031e-09,1,861,5416,"anatomical structure development","BP",1.48522205603592e-05
"14093","GO:0061061",3.42516963247988e-09,1,142,658,"muscle structure development","BP",1.48522205603592e-05
"11362","GO:0045892",6.03254413752211e-09,1,238,1234,"negative regulation of DNA-templated transcription","BP",1.67986894374576e-05
"19197","GO:1902679",7.16840424383282e-09,1,239,1242,"negative regulation of RNA biosynthetic process","BP",1.67986894374576e-05
"3572","GO:0007399",7.35994153955359e-09,1,418,2436,"nervous system development","BP",1.67986894374576e-05
"10494","GO:0043232",7.44930087817698e-09,1,844,5274,"intracellular membraneless organelle","CC",1.67986894374576e-05
"10490","GO:0043228",7.74811560235121e-09,1,844,5275,"membraneless organelle","CC",1.67986894374576e-05
"4358","GO:0009653",8.6229781360411e-09,1,428,2505,"anatomical structure morphogenesis","BP",1.6995889906137e-05
"54","GO:0000122",2.45928290033721e-08,1,183,915,"negative regulation of transcription by RNA polymerase II","BP",4.44330938018426e-05
"12365","GO:0048731",3.06132193958993e-08,1,608,3747,"system development","BP",5.10557853632687e-05
"8007","GO:0032502",3.43174988744349e-08,1,922,5902,"developmental process","BP",5.31455495069017e-05
"6803","GO:0030054",7.2610536571949e-08,1,385,2262,"cell junction","CC",0.000104951269561095
"12896","GO:0051253",8.3948299953497e-08,1,250,1348,"negative regulation of RNA metabolic process","BP",0.000113755193205735
"2976","GO:0006366",1.11947996205837e-07,1,426,2508,"transcription by RNA polymerase II","BP",0.000142773206219927
"373","GO:0001217",1.21046095387085e-07,1,69,272,"DNA-binding transcription repressor activity","MF",0.000145800021893744
"3533","GO:0007275",1.33277877821105e-07,1,691,4354,"multicellular organism development","BP",0.000149104849001117
"377","GO:0001227",1.3754425441734e-07,1,67,262,"DNA-binding transcription repressor activity, RNA polymerase II-specific","MF",0.000149104849001117
"255","GO:0000785",1.64243524162633e-07,1,230,1232,"chromatin","CC",0.000169569707017622
"17754","GO:0140110",2.15598900806154e-07,1,306,1730,"transcription regulator activity","MF",0.000212472716744465
"11392","GO:0045934",3.22527080775952e-07,1,266,1471,"negative regulation of nucleobase-containing compound metabolic process","BP",0.000304030853839279
"3390","GO:0007010",6.69467716469716e-07,0.999999725207642,253,1416,"cytoskeleton organization","BP",0.000602852275682193
"12626","GO:0050793",6.95138918502597e-07,0.999999703535059,383,2266,"regulation of developmental process","BP",0.000602852275682193
"11095","GO:0045202",1.05358371298386e-06,0.999999423840093,273,1555,"synapse","CC",0.000878567249277045
"10799","GO:0044087",1.15107961247666e-06,0.999999541089179,188,1008,"regulation of cellular component biogenesis","BP",0.000924316928818756
"2963","GO:0006351",1.29573997219678e-06,0.999999162448875,523,3189,"DNA-templated transcription","BP",0.00100331922632851
"2969","GO:0006357",1.43054156460375e-06,0.999999092770434,403,2392,"regulation of transcription by RNA polymerase II","BP",0.00101707076462766
"15525","GO:0071840",1.44767498722172e-06,0.999998976383523,978,6362,"cellular component organization or biogenesis","BP",0.00101707076462766
"12252","GO:0048523",1.45423152545812e-06,0.99999898108427,759,4806,"negative regulation of cellular process","BP",0.00101707076462766
"2967","GO:0006355",1.84804259433167e-06,0.999998734288542,503,3063,"regulation of DNA-templated transcription","BP",0.00125210660899078
"21608","GO:2001141",2.22862149290008e-06,0.999998470993388,504,3074,"regulation of RNA biosynthetic process","BP",0.00146420432083535
"12244","GO:0048513",2.43676693737737e-06,0.999998341740205,448,2721,"animal organ development","BP",0.00155386894027291
"5431","GO:0016043",2.75165691187416e-06,0.999997926772284,945,6153,"cellular component organization","BP",0.00170453352875268
"320","GO:0000976",2.87450207092919e-06,0.999998269740452,230,1269,"transcription cis-regulatory region binding","MF",0.00170950107101645
"339","GO:0001067",3.01786320903366e-06,0.999998182313364,230,1270,"transcription regulatory region nucleic acid binding","MF",0.00170950107101645
"6781","GO:0030020",3.02369997789678e-06,0.99999944228927,17,41,"extracellular matrix structural constituent conferring tensile strength","MF",0.00170950107101645
"12829","GO:0051130",3.07506765230577e-06,0.999998180607811,201,1097,"positive regulation of cellular component organization","BP",0.00170950107101645
"6680","GO:0022008",3.30272268657248e-06,0.999997840659299,287,1669,"neurogenesis","BP",0.00179015826418945
"20981","GO:1990837",3.67603708850672e-06,0.999997647132409,240,1335,"sequence-specific double-stranded DNA binding","MF",0.00194390634429059
"6876","GO:0030182",4.30499939588393e-06,0.99999724188625,237,1349,"neuron differentiation","BP",0.00222230218814666
"12623","GO:0050789",5.28427380411566e-06,0.99999589365972,1536,10383,"regulation of biological process","BP",0.0026643800080705
"4626","GO:0010646",5.53950455824695e-06,0.999995863181412,534,3309,"regulation of cell communication","BP",0.00272590025867611
"10491","GO:0043229",5.76714862425409e-06,0.999995642037808,1780,12138,"intracellular organelle","CC",0.00272590025867611
"11400","GO:0045944",5.78346994599424e-06,0.999996245131664,206,1132,"positive regulation of transcription by RNA polymerase II","BP",0.00272590025867611
"6763","GO:0023051",6.15196215556352e-06,0.99999540183623,533,3305,"regulation of signaling","BP",0.00283788705308027
"325","GO:0000987",7.2561579365424e-06,0.99999534085488,188,1016,"cis-regulatory region sequence-specific DNA binding","MF",0.003277515837962
"17085","GO:0099081",8.06752716610609e-06,0.999995085918255,160,849,"supramolecular polymer","CC",0.00349824112976692
"17157","GO:0099512",8.06752716610609e-06,0.999995085918255,160,849,"supramolecular fiber","CC",0.00349824112976692
"16922","GO:0098794",8.67296722297139e-06,0.999994717104761,138,728,"postsynapse","CC",0.00368703141884789
"322","GO:0000978",1.04227888083441e-05,0.99999317680764,184,996,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF",0.00434570161834057
"10694","GO:0043565",1.11199834615818e-05,0.999992250974273,255,1450,"sequence-specific DNA binding","MF",0.00454891247982181
"12248","GO:0048519",1.15138721753155e-05,0.999990859578514,780,5006,"negative regulation of biological process","BP",0.00462281967838917
"13805","GO:0060538",1.18703913485852e-05,0.999994861987902,46,177,"skeletal muscle organ development","BP",0.00467930826961227
"12348","GO:0048699",1.36082502778374e-05,0.999990529787357,246,1428,"generation of neurons","BP",0.00526857989774631
"12895","GO:0051252",1.3881582243432e-05,0.999989232004398,534,3322,"regulation of RNA metabolic process","BP",0.00528011551964648
"8174","GO:0032774",1.42107967996414e-05,0.999988805884935,625,3921,"RNA biosynthetic process","BP",0.00531214285194871
"17203","GO:0099572",1.49532707660827e-05,0.999992178938405,77,364,"postsynaptic specialization","CC",0.00549494683863457
"12627","GO:0050794",1.56150249641461e-05,0.999987386107724,1480,10006,"regulation of cellular process","BP",0.00557907738716368
"14541","GO:0065007",1.5696864564226e-05,0.999987416808886,1580,10738,"biological regulation","BP",0.00557907738716368
"18193","GO:0141187",1.73992486678379e-05,0.999986244653612,639,4024,"nucleic acid biosynthetic process","BP",0.00608440500592569
"1560","GO:0003700",1.79511274033755e-05,0.999987651596748,221,1238,"DNA-binding transcription factor activity","MF",0.00617775227353308
"10488","GO:0043226",1.93797462549872e-05,0.999984976930685,1867,12828,"organelle","CC",0.00650747765492148
"8360","GO:0033043",1.95095266625108e-05,0.999986615562454,205,1143,"regulation of organelle organization","BP",0.00650747765492148
"11363","GO:0045893",2.16784625876292e-05,0.999984432747447,266,1542,"positive regulation of DNA-templated transcription","BP",0.0071213749600362
"12843","GO:0051147",2.25612887939659e-05,0.999990978275508,37,136,"regulation of muscle cell differentiation","BP",0.00730076570659664
"321","GO:0000977",2.33421138781385e-05,0.999983784388673,211,1179,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF",0.00735053791361305
"10231","GO:0042692",2.33931606493843e-05,0.999987147977875,82,389,"muscle cell differentiation","BP",0.00735053791361305
"19198","GO:1902680",2.40287537671234e-05,0.999982648177557,266,1544,"positive regulation of RNA biosynthetic process","BP",0.00744239157750002
"8959","GO:0034654",2.57598122305869e-05,0.999979329562322,682,4321,"nucleobase-containing compound biosynthetic process","BP",0.00777601776255304
"1555","GO:0003690",2.58232221255393e-05,0.999981575578185,249,1426,"double-stranded DNA binding","MF",0.00777601776255304
"10362","GO:0043005",2.6743665492629e-05,0.999981336332877,213,1220,"neuron projection","CC",0.00794286865131082
"3605","GO:0007517",2.81343200391462e-05,0.999984861029558,73,336,"muscle organ development","BP",0.00824297557795579
"10469","GO:0043197",3.00305932497126e-05,0.999987237065448,40,159,"dendritic spine","CC",0.00868124389662691
"3726","GO:0008134",3.13381744560771e-05,0.999980836247096,112,568,"transcription factor binding","MF",0.00894003895239747
"10848","GO:0044309",3.44932514921258e-05,0.999985231377413,40,160,"neuron spine","CC",0.00971231409871142
"12897","GO:0051254",3.54851654197308e-05,0.999973912746264,284,1672,"positive regulation of RNA metabolic process","BP",0.00986351117263055
"3607","GO:0007519",4.01309602731375e-05,0.999982347571446,42,164,"skeletal muscle tissue development","BP",0.0110005991596894
"7389","GO:0031346",4.05907445586066e-05,0.999977858213377,73,345,"positive regulation of cell projection organization","BP",0.0110005991596894
"5445","GO:0016070",4.24979072110074e-05,0.999965747184507,647,4108,"RNA metabolic process","BP",0.0112426528022475
"12769","GO:0051020",4.25209874906276e-05,0.999977565351497,67,314,"GTPase binding","MF",0.0112426528022475
"4910","GO:0014069",4.69580247850199e-05,0.999974567432653,70,334,"postsynaptic density","CC",0.0122159969895795
"2616","GO:0005694",4.77058332049179e-05,0.999964286828728,307,1812,"chromosome","CC",0.0122159969895795
"5585","GO:0016358",4.78926130766229e-05,0.999976643924764,52,229,"dendrite development","BP",0.0122159969895795
"8006","GO:0032501",4.93730094122615e-05,0.999959241217863,981,6487,"multicellular organismal process","BP",0.0124471653147354
"2700","GO:0005856",5.24352134938435e-05,0.99995982785205,365,2224,"cytoskeleton","CC",0.0130672168248278
"18241","GO:0150052",5.31704795504048e-05,0.999987092109965,17,46,"regulation of postsynapse assembly","BP",0.013099876899231
"15981","GO:0080090",5.66399443014712e-05,0.999953813092412,731,4714,"regulation of primary metabolic process","BP",0.0137978722741595
"17077","GO:0099068",5.72778197851285e-05,0.999980792842479,25,84,"postsynapse assembly","BP",0.0137982267862375
"12251","GO:0048522",6.01287385957905e-05,0.99995060785519,819,5340,"positive regulation of cellular process","BP",0.0143258371592894
"4431","GO:0009966",6.78817643338173e-05,0.9999464059764,467,2914,"regulation of signal transduction","BP",0.0159972231795814
"324","GO:0000981",7.01450120263516e-05,0.999950235967601,204,1154,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",0.0162784322727146
"2548","GO:0005581",7.05766631444663e-05,0.999977321755303,23,75,"collagen trimer","CC",0.0162784322727146
"7680","GO:0031981",7.31801858631028e-05,0.999940305613262,692,4436,"nuclear lumen","CC",0.016563398611017
"2393","GO:0005201",7.43518503935864e-05,0.999967214849821,39,160,"extracellular matrix structural constituent","MF",0.016563398611017
"4403","GO:0009888",7.45004213516611e-05,0.999943991620907,299,1795,"tissue development","BP",0.016563398611017
"6147","GO:0019219",7.4867997965023e-05,0.999939755086505,569,3606,"regulation of nucleobase-containing compound metabolic process","BP",0.016563398611017
"1551","GO:0003682",7.78895589164597e-05,0.999950824855509,112,583,"chromatin binding","MF",0.0170578134027047
"19271","GO:1902894",8.07429413624052e-05,0.999986015529358,12,27,"negative regulation of miRNA transcription","BP",0.0175058771167831
"17045","GO:0098978",9.07050630618385e-05,0.999943187406705,106,556,"glutamatergic synapse","CC",0.0194710541806309
"17049","GO:0098984",9.30830721829705e-05,0.99994644914934,77,382,"neuron to neuron synapse","CC",0.0197856283137155
"3527","GO:0007268",0.000107511470080809,0.9999293312445,128,693,"chemical synaptic transmission","BP",0.0224130402194426
"17007","GO:0098916",0.000107511470080809,0.9999293312445,128,693,"anterograde trans-synaptic signaling","BP",0.0224130402194426
"2506","GO:0005488",0.000112050030085091,0.999916768677283,2114,14755,"binding","MF",0.0229449809028821
"7841","GO:0032279",0.000112179695387921,0.99993656204159,71,349,"asymmetric synapse","CC",0.0229449809028821
"17177","GO:0099537",0.000120794194867739,0.999920227082713,129,701,"trans-synaptic signaling","BP",0.0244760648497892
"3343","GO:0006921",0.000126160315852924,0.999977010071642,12,27,"cellular component disassembly involved in execution phase of apoptosis","BP",0.0253266834074745
"4566","GO:0010558",0.000128662241502629,0.999900386074749,347,2109,"negative regulation of macromolecule biosynthetic process","BP",0.025591982183656
"10509","GO:0043254",0.000130968377796708,0.999922005404428,84,415,"regulation of protein-containing complex assembly","BP",0.0258138672637312
"7326","GO:0031175",0.000132986949883812,0.999907269020489,167,958,"neuron projection development","BP",0.0259755861300083
"11195","GO:0045595",0.000145828970489748,0.999891756106145,244,1436,"regulation of cell differentiation","BP",0.0282296241891806
"2577","GO:0005634",0.000147302140118322,0.999876399766341,1070,7107,"nucleus","CC",0.0282415899900549
"12811","GO:0051094",0.000148495976148068,0.999892166659028,211,1224,"positive regulation of developmental process","BP",0.0282415899900549
"9714","GO:0036454",0.000157175421400634,0.99999294293042,6,8,"growth factor complex","CC",0.0296323505338013
"2586","GO:0005654",0.000166109079837898,0.999863608515154,638,4093,"nucleoplasm","CC",0.0310466462065989
"21396","GO:2000629",0.000183536733965376,0.999964114579549,12,29,"negative regulation of miRNA metabolic process","BP",0.0340107686248147
"17158","GO:0099513",0.000185338075606873,0.999878368104207,118,628,"polymeric cytoskeletal fiber","CC",0.0340535154002764
"6708","GO:0022603",0.000187881469642743,0.999871598162126,143,799,"regulation of anatomical structure morphogenesis","BP",0.0342307407002043
"16844","GO:0098644",0.000195053241136463,0.999964523257403,11,27,"complex of collagen trimers","CC",0.0352412443423305
"11196","GO:0045596",0.00020297229141843,0.999866949366613,116,615,"negative regulation of cell differentiation","BP",0.0363689442168841
"11393","GO:0045935",0.000205519805364725,0.999841810395368,306,1855,"positive regulation of nucleobase-containing compound metabolic process","BP",0.0365235647550213
"7012","GO:0030426",0.000209018638091959,0.999902438167521,39,165,"growth cone","CC",0.0366348049631808
"19270","GO:1902893",0.000212217513858032,0.999927662206688,22,74,"regulation of miRNA transcription","BP",0.0366348049631808
"17176","GO:0099536",0.000212373850719062,0.999856633342867,132,729,"synaptic signaling","BP",0.0366348049631808
"12634","GO:0050804",0.00021290463656477,0.999868608370626,89,460,"modulation of chemical synaptic transmission","BP",0.0366348049631808
"6787","GO:0030030",0.000220599254744644,0.999833848546543,254,1535,"cell projection organization","BP",0.037659940489123
"7387","GO:0031344",0.000227029465056503,0.999850453608384,116,631,"regulation of cell projection organization","BP",0.0384548893116409
"17520","GO:0120036",0.000230771554586411,0.999826672062069,247,1490,"plasma membrane bounded cell projection organization","BP",0.038663182928706
"17127","GO:0099177",0.000231825735931543,0.999856516619364,89,461,"regulation of trans-synaptic signaling","BP",0.038663182928706
"4405","GO:0009890",0.000234507854450754,0.999816068573143,355,2177,"negative regulation of biosynthetic process","BP",0.0386990620657722
"8181","GO:0032785",0.000235610727949907,0.999957391778886,11,25,"negative regulation of DNA-templated transcription, elongation","BP",0.0386990620657722
"6366","GO:0019899",0.000238682372921516,0.999814472185649,325,1995,"enzyme binding","MF",0.0389088159948225
"7357","GO:0031267",0.000245558063315063,0.999865350228598,58,280,"small GTPase binding","MF",0.0389807986005521
"6855","GO:0030154",0.000245847552160372,0.999797547439264,615,3985,"cell differentiation","BP",0.0389807986005521
"7010","GO:0030424",0.000246812467217136,0.99983801626002,113,616,"axon","CC",0.0389807986005521
"13019","GO:0051493",0.000248281637628452,0.999841879866553,99,520,"regulation of cytoskeleton organization","BP",0.0389807986005521
"17151","GO:0099505",0.000248569332536135,0.999954049023804,11,26,"regulation of presynaptic membrane potential","BP",0.0389807986005521
"12323","GO:0048667",0.000249911489575054,0.999839163251947,103,560,"cell morphogenesis involved in neuron differentiation","BP",0.0389807986005521
"12426","GO:0048869",0.000253350541194584,0.999791286648558,615,3986,"cellular developmental process","BP",0.0392349505974269
"14287","GO:0061614",0.000260854142392148,0.999909466934547,22,75,"miRNA transcription","BP",0.0401104869588947
"13237","GO:0051960",0.00026801428704254,0.999836218927341,83,426,"regulation of nervous system development","BP",0.0409212518124599
"17084","GO:0099080",0.000291889496109406,0.999776851163446,274,1651,"supramolecular complex","CC",0.0442549382178185
"17152","GO:0099507",0.000295735549537242,0.999972798917556,7,12,"ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","MF",0.044526683677201
"16123","GO:0090092",0.000307688666943299,0.999832830315245,55,257,"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",0.046006882675846
"14992","GO:0070848",0.000312691826921554,0.999788850029309,125,686,"response to growth factor","BP",0.046421309831356
"8301","GO:0032964",0.00031513326611748,0.999912774026276,16,46,"collagen biosynthetic process","BP",0.046421309831356
"9506","GO:0035976",0.000318507347897509,0.999991377242858,5,6,"transcription factor AP-1 complex","CC",0.046421309831356
"13499","GO:0060090",0.000319024729711362,0.999762056254997,224,1326,"molecular adaptor activity","MF",0.046421309831356
"12322","GO:0048666",0.000329318545880431,0.999760572547664,187,1105,"neuron development","BP",0.0475997026215575
"16255","GO:0090304",0.000341248438334241,0.999715245464127,711,4620,"nucleic acid metabolic process","BP",0.0489973999438721
"7679","GO:0031974",0.000365587878241814,0.999692141607557,842,5519,"membrane-enclosed lumen","CC",0.0514695505724725
"10495","GO:0043233",0.000365587878241814,0.999692141607557,842,5519,"organelle lumen","CC",0.0514695505724725
"14552","GO:0070013",0.000365587878241814,0.999692141607557,842,5519,"intracellular organelle lumen","CC",0.0514695505724725
"10357","GO:0042995",0.000373082602192205,0.999703604356166,370,2328,"cell projection","CC",0.0521858316008335
"12114","GO:0048167",0.000379762148618397,0.99980750890458,44,196,"regulation of synaptic plasticity","BP",0.0527796355397146
"4385","GO:0009790",0.000382711869151162,0.999721397589614,185,1072,"embryo development","BP",0.0528254772189087
"7013","GO:0030427",0.000384964964742751,0.999813783021725,39,170,"site of polarized growth","CC",0.0528254772189087
"18231","GO:0150034",0.000418232750996055,0.999769360218517,55,262,"distal axon","CC",0.0570295866311036
"9208","GO:0035418",0.000439497175457094,0.999835497517713,23,84,"protein localization to synapse","BP",0.0595546141317828
"7705","GO:0032021",0.000470621801693437,1,4,4,"NELF complex","CC",0.0632524058081125
"8803","GO:0034330",0.000476959315159269,0.999666106727532,141,813,"cell junction organization","BP",0.0632524058081125
"378","GO:0001228",0.000480991552591927,0.999707611496835,75,375,"DNA-binding transcription activator activity, RNA polymerase II-specific","MF",0.0632524058081125
"5410","GO:0015988",0.000481372951355499,1,4,4,"energy coupled proton transmembrane transport, against electrochemical gradient","BP",0.0632524058081125
"5411","GO:0015990",0.000481372951355499,1,4,4,"electron transport coupled proton transport","BP",0.0632524058081125
"2569","GO:0005604",0.000506869712254164,0.99979780664622,25,98,"basement membrane","CC",0.066201459225196
"18510","GO:1900118",0.00051808082108691,0.999933155982744,8,15,"negative regulation of execution phase of apoptosis","BP",0.0671462879603165
"16648","GO:0097435",0.000520297789646841,0.999640083502723,131,734,"supramolecular fiber organization","BP",0.0671462879603165
"4592","GO:0010605",0.000531345370865385,0.999573547481672,387,2418,"negative regulation of macromolecule metabolic process","BP",0.0681662661877658
"12419","GO:0048858",0.000537237730422578,0.999637587357986,114,643,"cell projection morphogenesis","BP",0.0684574957387186
"17514","GO:0120025",0.000539930435465195,0.99957036938244,352,2212,"plasma membrane bounded cell projection","CC",0.0684574957387186
"372","GO:0001216",0.00055279633545215,0.999660911860158,76,383,"DNA-binding transcription activator activity","MF",0.0696812636566166
"4884","GO:0014037",0.000579814235691953,0.999826639325111,16,50,"Schwann cell differentiation","BP",0.0722887354038842
"17521","GO:0120039",0.00058015036023596,0.999608507558523,113,638,"plasma membrane bounded cell projection morphogenesis","BP",0.0722887354038842
"12846","GO:0051150",0.00058671985322654,0.999853504257111,13,36,"regulation of smooth muscle cell differentiation","BP",0.0726895607874549
"12638","GO:0050808",0.000595404172611514,0.999608110505292,100,551,"synapse organization","BP",0.0733463515135809
"17519","GO:0120035",0.000603706722578701,0.999593840662892,111,614,"regulation of plasma membrane bounded cell projection organization","BP",0.0739489573572249
"15245","GO:0071363",0.000608728726429129,0.999584644629018,119,659,"cellular response to growth factor stimulus","BP",0.0741452107736514
"3379","GO:0006996",0.000667330917583371,0.999448570828698,526,3384,"organelle organization","BP",0.080829059352654
"21395","GO:2000628",0.000671855119577839,0.999739696957,23,85,"regulation of miRNA metabolic process","BP",0.0808533492284239
"3467","GO:0007167",0.000674989908691699,0.999512212388712,161,937,"enzyme-linked receptor protein signaling pathway","BP",0.0808533492284239
"292","GO:0000902",0.000690109902973908,0.999501258451643,160,947,"cell morphogenesis","BP",0.0822102901449302
"17126","GO:0099175",0.00069884879998159,0.999673521021453,33,140,"regulation of postsynapse organization","BP",0.0823540330571714
"3476","GO:0007178",0.000698913430308544,0.999576179054706,70,355,"cell surface receptor protein serine/threonine kinase signaling pathway","BP",0.0823540330571714
"4407","GO:0009892",0.000724326190819727,0.999411735511268,416,2624,"negative regulation of metabolic process","BP",0.0848871142873649
"12247","GO:0048518",0.000759916108465184,0.99935362122014,856,5697,"positive regulation of biological process","BP",0.0885792534819013
"2978","GO:0006368",0.000776768200536983,0.999645869909095,31,125,"transcription elongation by RNA polymerase II","BP",0.0899486768315304
"14542","GO:0065008",0.00078505221341494,0.999359353719408,433,2759,"regulation of biological quality","BP",0.0899486768315304
"10840","GO:0044300",0.000787571396152283,0.999959716381638,5,7,"cerebellar mossy fiber","CC",0.0899486768315304
"2717","GO:0005882",0.000791754427711937,0.999690204114415,23,83,"intermediate filament","CC",0.0899486768315304
"12314","GO:0048646",0.000792407973563134,0.999412103788325,186,1105,"anatomical structure formation involved in morphogenesis","BP",0.0899486768315304
"5197","GO:0015453",0.000807515970293035,0.999711368715024,20,65,"oxidoreduction-driven active transmembrane transporter activity","MF",0.0906221169317287
"10084","GO:0042383",0.000808216479284989,0.999629443333918,31,129,"sarcolemma","CC",0.0906221169317287
"10365","GO:0043009",0.000810880064792001,0.999442709988993,118,652,"chordate embryonic development","BP",0.0906221169317287
"13699","GO:0060395",0.00082067036721219,0.999693171875213,21,76,"SMAD protein signal transduction","BP",0.0912459191360384
"16243","GO:0090287",0.000862630894054505,0.999491870517197,61,303,"regulation of cellular response to growth factor stimulus","BP",0.0954219408877332
"15553","GO:0071895",0.000901266723903504,0.999863128033799,8,17,"odontoblast differentiation","BP",0.0991896641672683
"2628","GO:0005737",0.000989145307045034,0.999159646807434,1625,11171,"cytoplasm","CC",0.108113978215615
"5409","GO:0015986",0.000992328843914367,0.999616709259081,22,75,"proton motive force-driven ATP synthesis","BP",0.108113978215615
"2862","GO:0006139",0.000998168108027297,0.999150894866758,786,5175,"nucleobase-containing compound metabolic process","BP",0.108206413750699
"10798","GO:0044085",0.00100516678652158,0.999166305658999,507,3261,"cellular component biogenesis","BP",0.108422990540171
"13239","GO:0051962",0.00102584555485342,0.999408797122486,55,271,"positive regulation of nervous system development","BP",0.110105730073154
"12396","GO:0048812",0.00105176552078238,0.999281282274595,109,622,"neuron projection morphogenesis","BP",0.112331666286122
"17234","GO:0099634",0.00106085232861501,0.999503059706093,31,134,"postsynaptic specialization membrane","CC",0.112746761454422
"4838","GO:0010975",0.00108927808895142,0.999305492822656,79,423,"regulation of neuron projection development","BP",0.11518544694117
"6711","GO:0022607",0.00109442378441405,0.999096391258911,468,3005,"cellular component assembly","BP",0.11518544694117
"10136","GO:0042482",0.00110662519453623,0.999938615165149,5,7,"positive regulation of odontogenesis","BP",0.115906960592947
"11122","GO:0045296",0.00119756868581001,0.999271231513591,65,329,"cadherin binding","MF",0.124829262870417
"6929","GO:0030262",0.00120828653786086,0.999743349665583,10,25,"apoptotic nuclear changes","BP",0.125343829795987
"7109","GO:0030674",0.00124557367061381,0.999056613749843,199,1193,"protein-macromolecule adaptor activity","MF",0.127711104762168
"2966","GO:0006354",0.00125077067161842,0.999393935498831,33,139,"DNA-templated transcription elongation","BP",0.127711104762168
"12225","GO:0048471",0.0012530360340616,0.999121161186045,122,689,"perinuclear region of cytoplasm","CC",0.127711104762168
"2711","GO:0005874",0.00125755678553809,0.999185040591896,83,440,"microtubule","CC",0.127711104762168
"8180","GO:0032784",0.0012655163607798,0.999449310371439,26,102,"regulation of DNA-templated transcription elongation","BP",0.127711104762168
"4387","GO:0009792",0.00127108015011986,0.999112176200962,119,667,"embryo development ending in birth or egg hatching","BP",0.127711104762168
"5219","GO:0015629",0.00127794737951538,0.999151460391306,92,505,"actin cytoskeleton","CC",0.127711104762168
"384","GO:0001501",0.00127823023538538,0.999147943158977,94,507,"skeletal system development","BP",0.127711104762168
"16204","GO:0090224",0.00129106655740994,0.999598560381741,15,47,"regulation of spindle organization","BP",0.128194783750855
"16453","GO:0097060",0.00129898914247583,0.999173212138122,76,409,"synaptic membrane","CC",0.128194783750855
"17826","GO:0140297",0.00130080957636586,0.999146852734459,87,464,"DNA-binding transcription factor binding","MF",0.128194783750855
"10280","GO:0042776",0.00131592324372013,0.999506548617162,20,67,"proton motive force-driven mitochondrial ATP synthesis","BP",0.129097429172381
"14226","GO:0061448",0.00142112152022586,0.999163743154398,56,277,"connective tissue development","BP",0.138344850631388
"1545","GO:0003674",0.00142294643654811,0.999004753918915,2241,15805,"molecular_function","MF",0.138344850631388
"17124","GO:0099173",0.00148739647297618,0.999167574716494,47,228,"postsynapse organization","BP",0.143444857750909
"7175","GO:0030879",0.00148863488741084,0.999296332342197,30,129,"mammary gland development","BP",0.143444857750909
"12070","GO:0048019",0.00150605552690437,0.99970776891068,9,21,"receptor antagonist activity","MF",0.144108610631559
"10801","GO:0044089",0.00150881668803855,0.998989802089496,93,510,"positive regulation of cellular component biogenesis","BP",0.144108610631559
"17905","GO:0140513",0.00158967708617112,0.998782189818318,208,1236,"nuclear protein-containing complex","CC",0.151165740812614
"5220","GO:0015630",0.00163297669404843,0.998730118304248,233,1419,"microtubule cytoskeleton","CC",0.154605099142637
"3845","GO:0008328",0.00175476344896149,0.999521479758786,12,36,"ionotropic glutamate receptor complex","CC",0.16541315798667
"2520","GO:0005518",0.00177794467468969,0.99932456864455,19,70,"collagen binding","MF",0.166213429487882
"14727","GO:0070317",0.00177858565754294,0.99994329195377,4,5,"negative regulation of G0 to G1 transition","BP",0.166213429487882
"19811","GO:1904026",0.00179462614599435,0.999864121922941,5,8,"regulation of collagen fibril organization","BP",0.166992658675123
"8776","GO:0034244",0.00181758053977795,0.999630615834175,9,22,"negative regulation of transcription elongation by RNA polymerase II","BP",0.168405827704811
"12842","GO:0051146",0.00183812439101283,0.99890351477927,56,282,"striated muscle cell differentiation","BP",0.169389805478008
"12607","GO:0050769",0.0018438261193123,0.99896293852027,46,223,"positive regulation of neurogenesis","BP",0.169389805478008
"2574","GO:0005614",0.00188131367032445,0.999660899188025,8,19,"interstitial matrix","CC",0.172104479689048
"12276","GO:0048568",0.00197572193920694,0.998706893340614,80,426,"embryonic organ development","BP",0.179981627579604
"12105","GO:0048145",0.00202415896272956,0.999137851397194,23,89,"regulation of fibroblast proliferation","BP",0.183622554271714
"1547","GO:0003677",0.00209582459900055,0.998286752911334,360,2286,"DNA binding","MF",0.189331554712213
"21182","GO:2000297",0.00212480565188681,1,3,3,"negative regulation of synapse maturation","BP",0.190570883558384
"18162","GO:0141091",0.0021271230026811,0.998675446649963,64,332,"transforming growth factor beta receptor superfamily signaling pathway","BP",0.190570883558384
"18872","GO:1901798",0.00215293433409923,0.999401235537488,12,35,"positive regulation of signal transduction by p53 class mediator","BP",0.192089585586854
