"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"9665","GO:0036321",0.999999999957132,0.85263173416869,0,1,"ghrelin secretion","BP",1
"9696","GO:0036399",0.999999999957132,0.85263173416869,0,1,"TCR signalosome assembly","BP",1
"9825","GO:0038123",0.999999999957132,0.85263173416869,0,1,"toll-like receptor TLR1:TLR2 signaling pathway","BP",1
"9898","GO:0039654",0.999999999957132,0.85263173416869,0,1,"fusion of virus membrane with host endosome membrane","BP",1
"9977","GO:0042131",0.999999999957132,0.85263173416869,0,1,"thiamine phosphate phosphatase activity","MF",1
"9981","GO:0042140",0.999999999957132,0.85263173416869,0,1,"late meiotic recombination nodule assembly","BP",1
"10067","GO:0042356",0.999999999957132,0.85263173416869,0,1,"GDP-4-dehydro-D-rhamnose reductase activity","MF",1
"10095","GO:0042406",0.999999999957132,0.85263173416869,0,1,"extrinsic component of endoplasmic reticulum membrane","CC",1
"10333","GO:0042930",0.999999999957132,0.85263173416869,0,1,"enterobactin transport","BP",1
"10334","GO:0042931",0.999999999957132,0.85263173416869,0,1,"enterobactin transmembrane transporter activity","MF",1
"10443","GO:0043160",0.999999999957132,0.85263173416869,0,1,"acrosomal lumen","CC",1
"10486","GO:0043221",0.999999999957132,0.85263173416869,0,1,"SMC family protein binding","MF",1
"10774","GO:0043994",0.999999999957132,0.85263173416869,0,1,"histone H3K23 acetyltransferase activity","MF",1
"10783","GO:0044016",0.999999999957132,0.85263173416869,0,1,"histone H3K4 acetyltransferase activity","MF",1
"11136","GO:0045339",0.999999999957132,0.85263173416869,0,1,"farnesyl diphosphate catabolic process","BP",1
"11550","GO:0046316",0.999999999957132,0.85263173416869,0,1,"gluconokinase activity","MF",1
"11695","GO:0046611",0.999999999957132,0.85263173416869,0,1,"lysosomal proton-transporting V-type ATPase complex","CC",1
"11777","GO:0046814",0.999999999957132,0.85263173416869,0,1,"coreceptor-mediated virion attachment to host cell","BP",1
"11932","GO:0047316",0.999999999957132,0.85263173416869,0,1,"glutamine-phenylpyruvate transaminase activity","MF",1
"11938","GO:0047349",0.999999999957132,0.85263173416869,0,1,"D-ribitol-5-phosphate cytidylyltransferase activity","MF",1
"11941","GO:0047369",0.999999999957132,0.85263173416869,0,1,"succinate-hydroxymethylglutarate CoA-transferase activity","MF",1
"11952","GO:0047402",0.999999999957132,0.85263173416869,0,1,"protein-glucosylgalactosylhydroxylysine glucosidase activity","MF",1
"11953","GO:0047407",0.999999999957132,0.85263173416869,0,1,"ADP-ribosyl-[dinitrogen reductase] hydrolase activity","MF",1
"11958","GO:0047453",0.999999999957132,0.85263173416869,0,1,"ATP-dependent NAD(P)H-hydrate dehydratase activity","MF",1
"12000","GO:0047734",0.999999999957132,0.85263173416869,0,1,"CDP-glycerol diphosphatase activity","MF",1
"12013","GO:0047805",0.999999999957132,0.85263173416869,0,1,"cytidylate cyclase activity","MF",1
"12015","GO:0047820",0.999999999957132,0.85263173416869,0,1,"D-glutamate cyclase activity","MF",1
"12034","GO:0047918",0.999999999957132,0.85263173416869,0,1,"GDP-mannose 3,5-epimerase activity","MF",1
"12054","GO:0047992",0.999999999957132,0.85263173416869,0,1,"hydroxylysine kinase activity","MF",1
"12347","GO:0048698",0.999999999957132,0.85263173416869,0,1,"negative regulation of collateral sprouting in absence of injury","BP",1
"12452","GO:0050046",0.999999999957132,0.85263173416869,0,1,"delta7-sterol 5(6)-desaturase activity","MF",1
"12476","GO:0050201",0.999999999957132,0.85263173416869,0,1,"fucokinase activity","MF",1
"12477","GO:0050207",0.999999999957132,0.85263173416869,0,1,"plasmanylethanolamine desaturase activity","MF",1
"12501","GO:0050346",0.999999999957132,0.85263173416869,0,1,"trans-L-3-hydroxyproline dehydratase activity","MF",1
"12503","GO:0050354",0.999999999957132,0.85263173416869,0,1,"triokinase activity","MF",1
"12518","GO:0050479",0.999999999957132,0.85263173416869,0,1,"glyceryl-ether monooxygenase activity","MF",1
"12537","GO:0050577",0.999999999957132,0.85263173416869,0,1,"GDP-L-fucose synthase activity","MF",1
"12934","GO:0051308",0.999999999957132,0.85263173416869,0,1,"male meiosis chromosome separation","BP",1
"12939","GO:0051316",0.999999999957132,0.85263173416869,0,1,"attachment of meiotic spindle microtubules to kinetochore","BP",1
"12981","GO:0051415",0.999999999957132,0.85263173416869,0,1,"microtubule nucleation by interphase microtubule organizing center","BP",1
"13002","GO:0051455",0.999999999957132,0.85263173416869,0,1,"spindle attachment to meiosis I kinetochore","BP",1
"13081","GO:0051638",0.999999999957132,0.85263173416869,0,1,"barbed-end actin filament uncapping","BP",1
"13110","GO:0051685",0.999999999957132,0.85263173416869,0,1,"maintenance of ER location","BP",1
"13343","GO:0052909",0.999999999957132,0.85263173416869,0,1,"18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity","MF",1
"13417","GO:0055127",0.999999999957132,0.85263173416869,0,1,"vibrational conductance of sound to the inner ear","BP",1
"13464","GO:0060051",0.999999999957132,0.85263173416869,0,1,"negative regulation of protein glycosylation","BP",1
"14140","GO:0061163",0.999999999957132,0.85263173416869,0,1,"endoplasmic reticulum polarization","BP",1
"14238","GO:0061501",0.999999999957132,0.85263173416869,0,1,"2',3'-cyclic GMP-AMP synthase activity","MF",1
"14268","GO:0061573",0.999999999957132,0.85263173416869,0,1,"actin filament bundle retrograde transport","BP",1
"14318","GO:0061666",0.999999999957132,0.85263173416869,0,1,"UFM1 ligase activity","MF",1
"14326","GO:0061685",0.999999999957132,0.85263173416869,0,1,"diphthine methylesterase activity","MF",1
"14441","GO:0061910",0.999999999957132,0.85263173416869,0,1,"autophagosome-endosome fusion","BP",1
"14447","GO:0061929",0.999999999957132,0.85263173416869,0,1,"gamma-glutamylaminecyclotransferase activity","MF",1
"14457","GO:0061956",0.999999999957132,0.85263173416869,0,1,"penetration of cumulus oophorus","BP",1
"14485","GO:0062062",0.999999999957132,0.85263173416869,0,1,"oligosaccharyltransferase complex binding","MF",1
"14487","GO:0062064",0.999999999957132,0.85263173416869,0,1,"box C/D methylation guide snoRNP complex binding","MF",1
"14612","GO:0070130",0.999999999957132,0.85263173416869,0,1,"negative regulation of mitochondrial translation","BP",1
"14620","GO:0070150",0.999999999957132,0.85263173416869,0,1,"mitochondrial glycyl-tRNA aminoacylation","BP",1
"14666","GO:0070224",0.999999999957132,0.85263173416869,0,1,"sulfide:quinone oxidoreductase activity","MF",1
"14693","GO:0070260",0.999999999957132,0.85263173416869,0,1,"5'-tyrosyl-DNA phosphodiesterase activity","MF",1
"14735","GO:0070330",0.999999999957132,0.85263173416869,0,1,"aromatase activity","MF",1
"14762","GO:0070378",0.999999999957132,0.85263173416869,0,1,"positive regulation of ERK5 cascade","BP",1
"14855","GO:0070551",0.999999999957132,0.85263173416869,0,1,"endoribonuclease activity, cleaving siRNA-paired mRNA","MF",1
"14903","GO:0070650",0.999999999957132,0.85263173416869,0,1,"actin filament bundle distribution","BP",1
"14960","GO:0070762",0.999999999957132,0.85263173416869,0,1,"nuclear pore transmembrane ring","CC",1
"14963","GO:0070773",0.999999999957132,0.85263173416869,0,1,"protein-N-terminal glutamine amidohydrolase activity","MF",1
"15474","GO:0071744",0.999999999957132,0.85263173416869,0,1,"IgE B cell receptor complex","CC",1
"15486","GO:0071757",0.999999999957132,0.85263173416869,0,1,"hexameric IgM immunoglobulin complex","CC",1
"15495","GO:0071788",0.999999999957132,0.85263173416869,0,1,"endoplasmic reticulum tubular network maintenance","BP",1
"15497","GO:0071795",0.999999999957132,0.85263173416869,0,1,"K11-linked polyubiquitin modification-dependent protein binding","MF",1
"15571","GO:0071929",0.999999999957132,0.85263173416869,0,1,"alpha-tubulin acetylation","BP",1
"15943","GO:0072721",0.999999999957132,0.85263173416869,0,1,"cellular response to dithiothreitol","BP",1
"16078","GO:0089715",0.999999999957132,0.85263173416869,0,1,"tRNA (L-threonylcarbamoyladenosine(37)-C2) methyltransferase activity","MF",1
"16236","GO:0090275",0.999999999957132,0.85263173416869,0,1,"negative regulation of somatostatin secretion","BP",1
"16258","GO:0090310",0.999999999957132,0.85263173416869,0,1,"negative regulation of DNA methylation-dependent heterochromatin formation","BP",1
"16367","GO:0090625",0.999999999957132,0.85263173416869,0,1,"siRNA-mediated gene silencing by mRNA destabilization","BP",1
"16584","GO:0097279",0.999999999957132,0.85263173416869,0,1,"histamine secretion mediated by IgE immunoglobulin","BP",1
"16585","GO:0097280",0.999999999957132,0.85263173416869,0,1,"histamine secretion mediated by immunoglobulin","BP",1
"16711","GO:0097541",0.999999999957132,0.85263173416869,0,1,"axonemal basal plate","CC",1
"16717","GO:0097551",0.999999999957132,0.85263173416869,0,1,"mitochondrial double-strand break repair","BP",1
"16718","GO:0097552",0.999999999957132,0.85263173416869,0,1,"mitochondrial double-strand break repair via homologous recombination","BP",1
"16732","GO:0097632",0.999999999957132,0.85263173416869,0,1,"extrinsic component of phagophore assembly site membrane","CC",1
"16743","GO:0097655",0.999999999957132,0.85263173416869,0,1,"serpin family protein binding","MF",1
"16744","GO:0097657",0.999999999957132,0.85263173416869,0,1,"3',5'-nucleotide bisphosphate phosphatase activity","MF",1
"16764","GO:0097712",0.999999999957132,0.85263173416869,0,1,"vesicle targeting, trans-Golgi to periciliary membrane compartment","BP",1
"16828","GO:0098619",0.999999999957132,0.85263173416869,0,1,"selenocysteine-tRNA ligase activity","MF",1
"17014","GO:0098923",0.999999999957132,0.85263173416869,0,1,"retrograde trans-synaptic signaling by soluble gas","BP",1
"17015","GO:0098924",0.999999999957132,0.85263173416869,0,1,"retrograde trans-synaptic signaling by nitric oxide","BP",1
"17016","GO:0098925",0.999999999957132,0.85263173416869,0,1,"retrograde trans-synaptic signaling by nitric oxide, modulating synaptic transmission","BP",1
"17182","GO:0099543",0.999999999957132,0.85263173416869,0,1,"trans-synaptic signaling by soluble gas","BP",1
"17186","GO:0099548",0.999999999957132,0.85263173416869,0,1,"trans-synaptic signaling by nitric oxide","BP",1
"17190","GO:0099554",0.999999999957132,0.85263173416869,0,1,"trans-synaptic signaling by soluble gas, modulating synaptic transmission","BP",1
"17191","GO:0099555",0.999999999957132,0.85263173416869,0,1,"trans-synaptic signaling by nitric oxide, modulating synaptic transmission","BP",1
"17229","GO:0099627",0.999999999957132,0.85263173416869,0,1,"neurotransmitter receptor cycle","BP",1
"17232","GO:0099630",0.999999999957132,0.85263173416869,0,1,"postsynaptic neurotransmitter receptor cycle","BP",1
"17255","GO:0101027",0.999999999957132,0.85263173416869,0,1,"optical nerve axon regeneration","BP",1
"17273","GO:0102264",0.999999999957132,0.85263173416869,0,1,"tRNA-dihydrouridine20 synthase activity","MF",1
"17284","GO:0102524",0.999999999957132,0.85263173416869,0,1,"tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity","MF",1
"17286","GO:0102571",0.999999999957132,0.85263173416869,0,1,"[protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine/L-threonine O-N-acetyl-alpha-D-glucosaminase activity","MF",1
"17289","GO:0102757",0.999999999957132,0.85263173416869,0,1,"NADPH phosphatase activity","MF",1
"17306","GO:0106009",0.999999999957132,0.85263173416869,0,1,"(4S)-4-hydroxy-2-oxoglutarate aldolase activity","MF",1
"17347","GO:0106105",0.999999999957132,0.85263173416869,0,1,"Ala-tRNA(Thr) deacylase activity","MF",1
"17363","GO:0106157",0.999999999957132,0.85263173416869,0,1,"peptidyl-arginine 3-dioxygenase activity","MF",1
"17444","GO:0106436",0.999999999957132,0.85263173416869,0,1,"glutathione-dependent sulfide quinone oxidoreductase activity","MF",1
"17493","GO:0110152",0.999999999957132,0.85263173416869,0,1,"RNA NAD+-cap (NAD+-forming) hydrolase activity","MF",1
"17505","GO:0120012",0.999999999957132,0.85263173416869,0,1,"intermembrane sphingolipid transfer","BP",1
"17528","GO:0120048",0.999999999957132,0.85263173416869,0,1,"U6 snRNA (adenine-(43)-N(6))-methyltransferase activity","MF",1
"17530","GO:0120053",0.999999999957132,0.85263173416869,0,1,"ribitol beta-1,4-xylosyltransferase activity","MF",1
"17562","GO:0120154",0.999999999957132,0.85263173416869,0,1,"negative regulation of ERBB4 signaling pathway","BP",1
"17564","GO:0120158",0.999999999957132,0.85263173416869,0,1,"positive regulation of collagen catabolic process","BP",1
"17608","GO:0120241",0.999999999957132,0.85263173416869,0,1,"2-iminobutanoate/2-iminopropanoate deaminase","MF",1
"17609","GO:0120242",0.999999999957132,0.85263173416869,0,1,"2-iminobutanoate deaminase activity","MF",1
"17610","GO:0120243",0.999999999957132,0.85263173416869,0,1,"2-iminopropanoate deaminase activity","MF",1
"17672","GO:0120550",0.999999999957132,0.85263173416869,0,1,"methyltransferase cap2 activity","MF",1
"17694","GO:0140018",0.999999999957132,0.85263173416869,0,1,"regulation of cytoplasmic translational fidelity","BP",1
"17700","GO:0140032",0.999999999957132,0.85263173416869,0,1,"glycosylation-dependent protein binding","MF",1
"17736","GO:0140083",0.999999999957132,0.85263173416869,0,1,"ATP-dependent protein-DNA unloader activity","MF",1
"17760","GO:0140128",0.999999999957132,0.85263173416869,0,1,"histone H1 reader activity","MF",1
"17820","GO:0140290",0.999999999957132,0.85263173416869,0,1,"peptidyl-serine ADP-deribosylation","BP",1
"17822","GO:0140292",0.999999999957132,0.85263173416869,0,1,"ADP-ribosylserine hydrolase activity","MF",1
"17919","GO:0140560",0.999999999957132,0.85263173416869,0,1,"xylosyl alpha-1,3-xylosyltransferase activity","MF",1
"17937","GO:0140591",0.999999999957132,0.85263173416869,0,1,"nuclear envelope budding","BP",1
"17980","GO:0140699",0.999999999957132,0.85263173416869,0,1,"cyclic GMP-AMP synthase activity","MF",1
"18000","GO:0140766",0.999999999957132,0.85263173416869,0,1,"siRNA-mediated post-transcriptional gene silencing","BP",1
"18093","GO:0140946",0.999999999957132,0.85263173416869,0,1,"histone H3K4 dimethyltransferase activity","MF",1
"18099","GO:0140952",0.999999999957132,0.85263173416869,0,1,"histone H3K27 dimethyltransferase activity","MF",1
"18164","GO:0141101",0.999999999957132,0.85263173416869,0,1,"tRNA(Ser) (uridine(44)-2'-O-)-methyltransferase activity","MF",1
"18196","GO:0141192",0.999999999957132,0.85263173416869,0,1,"ATP:ATP adenylyltransferase activity","MF",1
"18254","GO:0150074",0.999999999957132,0.85263173416869,0,1,"positive regulation of protein-glutamine gamma-glutamyltransferase activity","BP",1
"18335","GO:0160106",0.999999999957132,0.85263173416869,0,1,"tRNA (adenine(9)-N1)-methyltransferase activity","MF",1
"18347","GO:0160129",0.999999999957132,0.85263173416869,0,1,"protein-DNA covalent cross-linking activity","MF",1
"18365","GO:0160176",0.999999999957132,0.85263173416869,0,1,"magnesium ion transport from cytosol to endoplasmic reticulum","BP",1
"18401","GO:0160248",0.999999999957132,0.85263173416869,0,1,"tRNA (guanine(27)-N2)-dimethyltransferase activity","MF",1
"18424","GO:0170057",0.999999999957132,0.85263173416869,0,1,"RNA ligase (GTP) activity","MF",1
"18429","GO:0180000",0.999999999957132,0.85263173416869,0,1,"histone methyltransferase inhibitor activity","MF",1
"18664","GO:1901081",0.999999999957132,0.85263173416869,0,1,"negative regulation of relaxation of smooth muscle","BP",1
"18732","GO:1901318",0.999999999957132,0.85263173416869,0,1,"negative regulation of flagellated sperm motility","BP",1
"18815","GO:1901625",0.999999999957132,0.85263173416869,0,1,"cellular response to ergosterol","BP",1
"18876","GO:1901810",0.999999999957132,0.85263173416869,0,1,"beta-carotene metabolic process","BP",1
"18950","GO:1902020",0.999999999957132,0.85263173416869,0,1,"negative regulation of cilium-dependent cell motility","BP",1
"19002","GO:1902153",0.999999999957132,0.85263173416869,0,1,"regulation of response to DNA damage checkpoint signaling","BP",1
"19018","GO:1902211",0.999999999957132,0.85263173416869,0,1,"regulation of prolactin signaling pathway","BP",1
"19019","GO:1902213",0.999999999957132,0.85263173416869,0,1,"positive regulation of prolactin signaling pathway","BP",1
"19030","GO:1902225",0.999999999957132,0.85263173416869,0,1,"negative regulation of acrosome reaction","BP",1
"19044","GO:1902247",0.999999999957132,0.85263173416869,0,1,"geranylgeranyl diphosphate catabolic process","BP",1
"19426","GO:1903259",0.999999999957132,0.85263173416869,0,1,"exon-exon junction complex disassembly","BP",1
"19440","GO:1903301",0.999999999957132,0.85263173416869,0,1,"positive regulation of hexokinase activity","BP",1
"19742","GO:1903904",0.999999999957132,0.85263173416869,0,1,"negative regulation of establishment of T cell polarity","BP",1
"19826","GO:1904046",0.999999999957132,0.85263173416869,0,1,"negative regulation of vascular endothelial growth factor production","BP",1
"19829","GO:1904049",0.999999999957132,0.85263173416869,0,1,"negative regulation of spontaneous neurotransmitter secretion","BP",1
"19923","GO:1904291",0.999999999957132,0.85263173416869,0,1,"positive regulation of mitotic DNA damage checkpoint","BP",1
"20132","GO:1904735",0.999999999957132,0.85263173416869,0,1,"regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase","BP",1
"20133","GO:1904736",0.999999999957132,0.85263173416869,0,1,"negative regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase","BP",1
"20171","GO:1904815",0.999999999957132,0.85263173416869,0,1,"negative regulation of protein localization to chromosome, telomeric region","BP",1
"20295","GO:1905044",0.999999999957132,0.85263173416869,0,1,"regulation of Schwann cell proliferation involved in axon regeneration","BP",1
"20296","GO:1905045",0.999999999957132,0.85263173416869,0,1,"negative regulation of Schwann cell proliferation involved in axon regeneration","BP",1
"20409","GO:1905326",0.999999999957132,0.85263173416869,0,1,"positive regulation of meiosis I spindle assembly checkpoint","BP",1
"20526","GO:1905591",0.999999999957132,0.85263173416869,0,1,"regulation of optical nerve axon regeneration","BP",1
"20527","GO:1905592",0.999999999957132,0.85263173416869,0,1,"negative regulation of optical nerve axon regeneration","BP",1
"20630","GO:1905872",0.999999999957132,0.85263173416869,0,1,"negative regulation of protein localization to cell leading edge","BP",1
"20747","GO:1990231",0.999999999957132,0.85263173416869,0,1,"STING complex","CC",1
"20751","GO:1990244",0.999999999957132,0.85263173416869,0,1,"histone H2AT120 kinase activity","MF",1
"20760","GO:1990264",0.999999999957132,0.85263173416869,0,1,"peptidyl-tyrosine dephosphorylation involved in inactivation of protein kinase activity","BP",1
"20773","GO:1990324",0.999999999957132,0.85263173416869,0,1,"collagen type XXVI trimer","CC",1
"20930","GO:1990738",0.999999999957132,0.85263173416869,0,1,"pseudouridine 5'-phosphatase activity","MF",1
"20937","GO:1990755",0.999999999957132,0.85263173416869,0,1,"mitotic spindle microtubule depolymerization","BP",1
"20970","GO:1990811",0.999999999957132,0.85263173416869,0,1,"MWP complex","CC",1
"20982","GO:1990838",0.999999999957132,0.85263173416869,0,1,"poly(U)-specific exoribonuclease activity, producing 3' uridine cyclic phosphate ends","MF",1
"5654","GO:0016509",0.999999999957183,0.746543435276972,0,2,"long-chain (3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity","MF",1
"20084","GO:1904649",0.999999999957275,0.732811297758422,0,2,"regulation of fat cell apoptotic process","BP",1
"18520","GO:1900135",0.999999999957298,0.72826641983478,0,2,"positive regulation of renin secretion into blood stream","BP",1
"5535","GO:0016250",0.999999999957352,0.852706796845815,0,1,"N-sulfoglucosamine sulfohydrolase activity","MF",1
"5813","GO:0016826",0.999999999957352,0.852706796845815,0,1,"hydrolase activity, acting on acid sulfur-nitrogen bonds","MF",1
"3565","GO:0007371",0.999999999957398,0.868807703579158,0,1,"ventral midline determination","BP",1
"15622","GO:0072036",0.999999999957398,0.868807703579158,0,1,"mesenchymal to epithelial transition involved in renal vesicle formation","BP",1
"15776","GO:0072285",0.999999999957398,0.868807703579158,0,1,"mesenchymal to epithelial transition involved in metanephric renal vesicle formation","BP",1
"19658","GO:1903754",0.999999999957488,0.778243843836786,0,2,"cortical microtubule plus-end","CC",1
"20029","GO:1904511",0.999999999957488,0.778243843836786,0,2,"cytoplasmic microtubule plus-end","CC",1
"13799","GO:0060529",0.999999999957715,0.769907089028893,0,2,"squamous basal epithelial stem cell differentiation involved in prostate gland acinus development","BP",1
"1184","GO:0002731",0.999999999957889,0.749778758799009,0,2,"negative regulation of dendritic cell cytokine production","BP",1
"1934","GO:0004489",0.999999999958194,0.882994134444576,0,1,"methylenetetrahydrofolate reductase [NAD(P)H] activity","MF",1
"17402","GO:0106313",0.999999999958194,0.882994134444576,0,1,"methylenetetrahydrofolate reductase (NADPH) activity","MF",1
"16203","GO:0090222",0.999999999958215,0.779719733128246,0,2,"centrosome-templated microtubule nucleation","BP",1
"19776","GO:1903964",0.999999999958335,0.749788734184273,0,2,"monounsaturated fatty acid metabolic process","BP",1
"1862","GO:0004370",0.999999999958346,0.766104095145164,0,2,"glycerol kinase activity","MF",1
"11524","GO:0046167",0.999999999958346,0.766104095145164,0,2,"glycerol-3-phosphate biosynthetic process","BP",1
"212","GO:0000493",0.999999999958366,0.724966007362772,0,2,"box H/ACA snoRNP assembly","BP",1
"20500","GO:1905535",0.999999999958406,0.882570468199459,0,1,"regulation of eukaryotic translation initiation factor 4F complex assembly","BP",1
"20501","GO:1905537",0.999999999958406,0.882570468199459,0,1,"positive regulation of eukaryotic translation initiation factor 4F complex assembly","BP",1
"10409","GO:0043090",0.999999999958669,0.778548628818565,0,2,"amino acid import","BP",1
"1997","GO:0004577",0.999999999958713,0.856288352035444,0,1,"N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity","MF",1
"19049","GO:1902257",0.999999999958984,0.733093096479386,0,2,"negative regulation of apoptotic process involved in outflow tract morphogenesis","BP",1
"19880","GO:1904161",0.999999999959307,0.732997181613966,0,2,"DNA synthesis involved in UV-damage excision repair","BP",1
"11926","GO:0047280",0.999999999959343,0.879832004814134,0,1,"nicotinamide phosphoribosyltransferase activity","MF",1
"19106","GO:1902442",0.999999999959594,0.868771032257315,0,1,"regulation of ripoptosome assembly involved in necroptotic process","BP",1
"19107","GO:1902443",0.999999999959594,0.868771032257315,0,1,"negative regulation of ripoptosome assembly involved in necroptotic process","BP",1
"4491","GO:0010265",0.99999999995964,0.775650375369942,0,2,"SCF complex assembly","BP",1
"15817","GO:0072377",0.999999999959657,0.746647046012857,0,2,"blood coagulation, common pathway","BP",1
"5237","GO:0015675",0.999999999959695,0.757628543675965,0,2,"nickel cation transport","BP",1
"14481","GO:0062044",0.999999999959847,0.74950989277903,0,2,"negative regulation of cardiac epithelial to mesenchymal transition","BP",1
"8969","GO:0034670",0.999999999959887,0.883360204008743,0,1,"chemotaxis to arachidonate","BP",1
"11317","GO:0045795",0.999999999960372,0.882973347161068,0,1,"positive regulation of cell volume","BP",1
"14374","GO:0061768",0.999999999960575,0.748635954778659,0,2,"magnesium:sodium antiporter activity","MF",1
"15903","GO:0072658",0.999999999960578,0.780360922210853,0,2,"maintenance of protein location in membrane","BP",1
"15905","GO:0072660",0.999999999960578,0.780360922210853,0,2,"maintenance of protein location in plasma membrane","BP",1
"1313","GO:0002950",0.999999999960616,0.767353165945398,0,2,"ceramide phosphoethanolamine synthase activity","MF",1
"9266","GO:0035565",0.999999999960637,0.853029067541267,0,1,"regulation of pronephros size","BP",1
"9933","GO:0042018",0.999999999960637,0.853029067541267,0,1,"interleukin-22 receptor activity","MF",1
"14161","GO:0061206",0.999999999960637,0.853029067541267,0,1,"mesonephros morphogenesis","BP",1
"14163","GO:0061215",0.999999999960637,0.853029067541267,0,1,"mesonephric nephron development","BP",1
"14165","GO:0061218",0.999999999960637,0.853029067541267,0,1,"negative regulation of mesonephros development","BP",1
"14166","GO:0061228",0.999999999960637,0.853029067541267,0,1,"mesonephric nephron morphogenesis","BP",1
"14167","GO:0061235",0.999999999960637,0.853029067541267,0,1,"mesenchymal stem cell maintenance involved in mesonephric nephron morphogenesis","BP",1
"14169","GO:0061295",0.999999999960637,0.853029067541267,0,1,"regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis","BP",1
"14170","GO:0061296",0.999999999960637,0.853029067541267,0,1,"negative regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis","BP",1
"18053","GO:0140865",0.999999999960637,0.853029067541267,0,1,"interleukin-22-mediated signaling pathway","BP",1
"18677","GO:1901146",0.999999999960637,0.853029067541267,0,1,"mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis","BP",1
"18854","GO:1901706",0.999999999960723,0.733552784259012,0,2,"mesenchymal cell differentiation involved in bone development","BP",1
"21308","GO:2000485",0.999999999961019,0.733807655996915,0,2,"regulation of glutamine transport","BP",1
"16821","GO:0098595",0.9999999999611,0.849690047030544,0,1,"perivitelline space","CC",1
"1070","GO:0002543",0.999999999961284,0.748914825532964,0,2,"activation of blood coagulation via clotting cascade","BP",1
"10403","GO:0043076",0.999999999961401,0.749721834552725,0,2,"megasporocyte nucleus","CC",1
"4594","GO:0010607",0.999999999961462,0.724156257356721,0,2,"negative regulation of cytoplasmic mRNA processing body assembly","BP",1
"268","GO:0000806",0.999999999961766,0.749742710827529,0,2,"Y chromosome","CC",1
"17294","GO:0103023",0.999999999961779,0.884099562241695,0,1,"ITPase activity","MF",1
"16071","GO:0086098",0.99999999996181,0.737770757724874,0,2,"angiotensin-activated signaling pathway involved in heart process","BP",1
"14254","GO:0061528",0.999999999961932,0.778505469097323,0,2,"aspartate secretion","BP",1
"20007","GO:1904448",0.999999999961932,0.778505469097323,0,2,"regulation of aspartate secretion","BP",1
"20008","GO:1904450",0.999999999961932,0.778505469097323,0,2,"positive regulation of aspartate secretion","BP",1
"244","GO:0000732",0.999999999961967,0.87978392242808,0,1,"DNA strand displacement","BP",1
"15134","GO:0071164",0.999999999961996,0.867995516718096,0,1,"RNA cap trimethylguanosine synthase activity","MF",1
"19922","GO:1904290",0.99999999996204,0.879433343729757,0,1,"negative regulation of mitotic DNA damage checkpoint","BP",1
"17155","GO:0099510",0.999999999962044,0.722629202086554,0,2,"calcium ion binding involved in regulation of cytosolic calcium ion concentration","MF",1
"17174","GO:0099534",0.999999999962044,0.722629202086554,0,2,"calcium ion binding involved in regulation of presynaptic cytosolic calcium ion concentration","MF",1
"5645","GO:0016497",0.999999999962084,0.850244564460306,0,1,"substance K receptor activity","MF",1
"7276","GO:0031085",0.999999999962125,0.747360004485102,0,2,"BLOC-3 complex","CC",1
"18207","GO:0141215",0.999999999962188,0.869254790488827,0,1,"N-acetyltaurine hydrolase activity","MF",1
"4945","GO:0014806",0.999999999962264,0.722295553788823,0,2,"smooth muscle hyperplasia","BP",1
"1827","GO:0004329",0.999999999962413,0.748428443755488,0,2,"formate-tetrahydrofolate ligase activity","MF",1
"4259","GO:0009257",0.999999999962413,0.748428443755488,0,2,"10-formyltetrahydrofolate biosynthetic process","BP",1
"9755","GO:0036516",0.999999999962426,0.871789317122153,0,1,"chemoattraction of dopaminergic neuron axon","BP",1
"15637","GO:0072060",0.999999999962426,0.871789317122153,0,1,"outer medullary collecting duct development","BP",1
"14407","GO:0061847",0.999999999962443,0.735115753737771,0,2,"response to cholecystokinin","BP",1
"7522","GO:0031627",0.999999999962487,0.740628967934178,0,2,"telomeric loop formation","BP",1
"4970","GO:0014846",0.99999999996251,0.773942219241772,0,2,"esophagus smooth muscle contraction","BP",1
"19119","GO:1902480",0.999999999962545,0.723964984677142,0,2,"protein localization to mitotic spindle","BP",1
"18920","GO:1901951",0.999999999962552,0.75742061351057,0,2,"regulation of anterograde dense core granule transport","BP",1
"18921","GO:1901953",0.999999999962552,0.75742061351057,0,2,"positive regulation of anterograde dense core granule transport","BP",1
"20166","GO:1904809",0.999999999962552,0.75742061351057,0,2,"regulation of dense core granule transport","BP",1
"20167","GO:1904811",0.999999999962552,0.75742061351057,0,2,"positive regulation of dense core granule transport","BP",1
