"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"18446","GO:0180030",1,0.236439542064563,0,11,"inositol phosphate kinase activity","MF",1
"18450","GO:0180047",1,0.754429877952554,0,4,"dolichol phosphate mannose biosynthetic process","BP",1
"18452","GO:0180055",1,0.372924483579911,0,9,"response to metal ion starvation","BP",1
"18469","GO:1900029",1,0.206897152551091,0,14,"positive regulation of ruffle assembly","BP",1
"18484","GO:1900063",1,0.608534130362115,0,3,"regulation of peroxisome organization","BP",1
"18485","GO:1900069",1,0.611015963718839,0,4,"regulation of cellular hyperosmotic salinity response","BP",1
"18503","GO:1900104",1,0.711024469800659,0,3,"regulation of hyaluranon cable assembly","BP",1
"18504","GO:1900106",1,0.711024469800659,0,3,"positive regulation of hyaluranon cable assembly","BP",1
"18505","GO:1900107",1,0.439614009483439,0,7,"regulation of nodal signaling pathway","BP",1
"18506","GO:1900108",1,0.525866160945869,0,5,"negative regulation of nodal signaling pathway","BP",1
"18510","GO:1900118",1,0.210409203433335,0,15,"negative regulation of execution phase of apoptosis","BP",1
"18512","GO:1900120",1,0.583129507737075,0,4,"regulation of receptor binding","BP",1
"18513","GO:1900121",1,0.678767165388263,0,3,"negative regulation of receptor binding","BP",1
"18515","GO:1900126",1,0.550255189481391,0,4,"negative regulation of hyaluronan biosynthetic process","BP",1
"18525","GO:1900147",1,0.60646283955947,0,4,"regulation of Schwann cell migration","BP",1
"18526","GO:1900148",1,0.667245276653685,0,3,"negative regulation of Schwann cell migration","BP",1
"18534","GO:1900157",1,0.510075799922784,0,6,"regulation of bone mineralization involved in bone maturation","BP",1
"18535","GO:1900158",1,0.700084672072267,0,3,"negative regulation of bone mineralization involved in bone maturation","BP",1
"18536","GO:1900159",1,0.728636619248326,0,3,"positive regulation of bone mineralization involved in bone maturation","BP",1
"18543","GO:1900186",1,0.673244731626717,0,4,"negative regulation of clathrin-dependent endocytosis","BP",1
"18562","GO:1900223",1,0.383971727189395,0,7,"positive regulation of amyloid-beta clearance","BP",1
"18570","GO:1900238",1,0.679507079103174,0,3,"regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway","BP",1
"18571","GO:1900239",1,0.593255279123701,0,3,"regulation of phenotypic switching","BP",1
"18582","GO:1900272",1,0.277346919366753,0,12,"negative regulation of long-term synaptic potentiation","BP",1
"18589","GO:1900370",1,0.208298025869207,0,12,"positive regulation of post-transcriptional gene silencing by RNA","BP",1
"18590","GO:1900371",1,0.0828070830040467,0,22,"regulation of purine nucleotide biosynthetic process","BP",1
"18591","GO:1900372",1,0.603098955808175,0,4,"negative regulation of purine nucleotide biosynthetic process","BP",1
"18592","GO:1900373",1,0.201949902253829,0,14,"positive regulation of purine nucleotide biosynthetic process","BP",1
"18594","GO:1900377",1,0.519786186015834,0,5,"negative regulation of secondary metabolite biosynthetic process","BP",1
"18595","GO:1900378",1,0.294661042140421,0,9,"positive regulation of secondary metabolite biosynthetic process","BP",1
"18600","GO:1900425",1,0.598508745653657,0,4,"negative regulation of defense response to bacterium","BP",1
"18605","GO:1900452",1,0.164202857535544,0,14,"regulation of long-term synaptic depression","BP",1
"18606","GO:1900453",1,0.712540083234117,0,3,"negative regulation of long-term synaptic depression","BP",1
"18607","GO:1900454",1,0.477199161349504,0,6,"positive regulation of long-term synaptic depression","BP",1
"18610","GO:1900543",1,0.0393751006130758,0,28,"negative regulation of purine nucleotide metabolic process","BP",1
"18612","GO:1900619",1,0.507812014420372,0,6,"acetate ester metabolic process","BP",1
"18613","GO:1900620",1,0.690549169846859,0,3,"acetate ester biosynthetic process","BP",1
"18614","GO:1900623",1,0.630818747201242,0,3,"regulation of monocyte aggregation","BP",1
"18615","GO:1900625",1,0.630818747201242,0,3,"positive regulation of monocyte aggregation","BP",1
"18626","GO:1900746",1,0.0220858248184365,0,31,"regulation of vascular endothelial growth factor signaling pathway","BP",1
"18627","GO:1900747",1,0.212347177310245,0,13,"negative regulation of vascular endothelial growth factor signaling pathway","BP",1
"18628","GO:1900748",1,0.14613343730551,0,14,"positive regulation of vascular endothelial growth factor signaling pathway","BP",1
"18630","GO:1900750",1,0.347099271632635,0,11,"oligopeptide binding","MF",1
"18633","GO:1900825",1,0.536380634794549,0,5,"regulation of membrane depolarization during cardiac muscle cell action potential","BP",1
"18636","GO:1900864",1,0.279147280459568,0,11,"mitochondrial RNA modification","BP",1
"18639","GO:1901000",1,0.611015963718839,0,4,"regulation of response to salt stress","BP",1
"18640","GO:1901003",1,0.736342851328328,0,3,"negative regulation of fermentation","BP",1
"18643","GO:1901018",1,0.718066287646192,0,3,"positive regulation of potassium ion transmembrane transporter activity","BP",1
"18648","GO:1901029",1,0.25460310523961,0,14,"negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","BP",1
"18658","GO:1901074",1,0.70122275204729,0,3,"regulation of engulfment of apoptotic cell","BP",1
"18667","GO:1901097",1,0.538206628871853,0,5,"negative regulation of autophagosome maturation","BP",1
"18676","GO:1901145",1,0.675247451633091,0,3,"mesenchymal cell apoptotic process involved in nephron morphogenesis","BP",1
"18681","GO:1901162",1,0.617694764339376,0,5,"primary amino compound biosynthetic process","BP",1
"18683","GO:1901164",1,0.650189531374188,0,5,"negative regulation of trophoblast cell migration","BP",1
"18684","GO:1901165",1,0.470907518745451,0,7,"positive regulation of trophoblast cell migration","BP",1
"18697","GO:1901202",1,0.690420341040016,0,3,"negative regulation of extracellular matrix assembly","BP",1
"18709","GO:1901252",1,0.730855122770225,0,3,"regulation of intracellular transport of viral material","BP",1
"18713","GO:1901256",1,0.597691777901948,0,5,"regulation of macrophage colony-stimulating factor production","BP",1
"18715","GO:1901258",1,0.749285195909828,0,3,"positive regulation of macrophage colony-stimulating factor production","BP",1
"18724","GO:1901298",1,0.238783603809464,0,13,"regulation of hydrogen peroxide-mediated programmed cell death","BP",1
"18725","GO:1901299",1,0.38698939124763,0,9,"negative regulation of hydrogen peroxide-mediated programmed cell death","BP",1
"18726","GO:1901300",1,0.617183536645652,0,4,"positive regulation of hydrogen peroxide-mediated programmed cell death","BP",1
"18740","GO:1901338",1,0.357124283030723,0,10,"catecholamine binding","MF",1
"18748","GO:1901355",1,0.504697603269387,0,6,"response to rapamycin","BP",1
"18752","GO:1901374",1,0.437693538499757,0,8,"acetate ester transport","BP",1
"18753","GO:1901375",1,0.752925045302245,0,3,"acetate ester transmembrane transporter activity","MF",1
"18760","GO:1901385",1,0.18234477959732,0,14,"regulation of voltage-gated calcium channel activity","BP",1
"18761","GO:1901386",1,0.410122377653899,0,7,"negative regulation of voltage-gated calcium channel activity","BP",1
"18762","GO:1901387",1,0.597166612939745,0,5,"positive regulation of voltage-gated calcium channel activity","BP",1
"18763","GO:1901401",1,0.507194476861496,0,6,"regulation of tetrapyrrole metabolic process","BP",1
"18764","GO:1901403",1,0.587017551468774,0,4,"positive regulation of tetrapyrrole metabolic process","BP",1
"18766","GO:1901463",1,0.605835150528011,0,5,"regulation of tetrapyrrole biosynthetic process","BP",1
"18767","GO:1901465",1,0.701172386638243,0,3,"positive regulation of tetrapyrrole biosynthetic process","BP",1
"18771","GO:1901490",1,0.426067634713251,0,6,"regulation of lymphangiogenesis","BP",1
"18772","GO:1901491",1,0.637907345440035,0,3,"negative regulation of lymphangiogenesis","BP",1
"18773","GO:1901492",1,0.66797928911501,0,3,"positive regulation of lymphangiogenesis","BP",1
"18781","GO:1901523",1,0.467431321745514,0,8,"icosanoid catabolic process","BP",1
"18788","GO:1901534",1,0.394834926979225,0,7,"positive regulation of hematopoietic progenitor cell differentiation","BP",1
"18792","GO:1901552",1,0.460491810000297,0,6,"positive regulation of endothelial cell development","BP",1
"18796","GO:1901563",1,0.582021950489869,0,5,"response to camptothecin","BP",1
"18797","GO:1901567",1,0.247475023004634,0,14,"fatty acid derivative binding","MF",1
"18799","GO:1901569",1,0.223632898035645,0,16,"fatty acid derivative catabolic process","BP",1
"18802","GO:1901588",1,0.621481329866073,0,3,"dendritic microtubule","CC",1
"18807","GO:1901608",1,0.599027737845342,0,4,"regulation of vesicle transport along microtubule","BP",1
"18808","GO:1901610",1,0.599027737845342,0,4,"positive regulation of vesicle transport along microtubule","BP",1
"18816","GO:1901626",1,0.6705526901357,0,4,"regulation of postsynaptic membrane organization","BP",1
"18821","GO:1901632",1,0.0647158350145442,0,21,"regulation of synaptic vesicle membrane organization","BP",1
"18822","GO:1901634",1,0.13098971589295,0,15,"positive regulation of synaptic vesicle membrane organization","BP",1
"18827","GO:1901653",1,0.373612629741001,0,8,"cellular response to peptide","BP",1
"18846","GO:1901685",1,0.808737644030059,0,3,"glutathione derivative metabolic process","BP",1
"18847","GO:1901687",1,0.808737644030059,0,3,"glutathione derivative biosynthetic process","BP",1
"18848","GO:1901696",1,0.683538818410505,0,3,"cannabinoid biosynthetic process","BP",1
"18858","GO:1901724",1,0.343382301402585,0,9,"positive regulation of cell proliferation involved in kidney development","BP",1
"18865","GO:1901748",1,0.444855566623629,0,9,"leukotriene D4 metabolic process","BP",1
"18867","GO:1901750",1,0.530113089534108,0,7,"leukotriene D4 biosynthetic process","BP",1
"18883","GO:1901837",1,0.666574747991877,0,4,"negative regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP",1
"18885","GO:1901841",1,0.634838783525631,0,4,"regulation of high voltage-gated calcium channel activity","BP",1
"18890","GO:1901856",1,0.449955901207967,0,8,"negative regulation of cellular respiration","BP",1
"18892","GO:1901858",1,0.576689019442604,0,6,"regulation of mitochondrial DNA metabolic process","BP",1
"18913","GO:1901906",1,0.585160941190438,0,5,"diadenosine pentaphosphate metabolic process","BP",1
"18914","GO:1901907",1,0.585160941190438,0,5,"diadenosine pentaphosphate catabolic process","BP",1
"18915","GO:1901908",1,0.585160941190438,0,5,"diadenosine hexaphosphate metabolic process","BP",1
"18916","GO:1901909",1,0.585160941190438,0,5,"diadenosine hexaphosphate catabolic process","BP",1
"18917","GO:1901910",1,0.585160941190438,0,5,"adenosine 5'-(hexahydrogen pentaphosphate) metabolic process","BP",1
"18918","GO:1901911",1,0.585160941190438,0,5,"adenosine 5'-(hexahydrogen pentaphosphate) catabolic process","BP",1
"18919","GO:1901950",1,0.155974581631301,0,11,"dense core granule transport","BP",1
"18925","GO:1901977",1,0.420760188061958,0,8,"negative regulation of cell cycle checkpoint","BP",1
"18938","GO:1901993",1,0.250880477251445,0,12,"regulation of meiotic cell cycle phase transition","BP",1
"18939","GO:1901994",1,0.427904038051869,0,7,"negative regulation of meiotic cell cycle phase transition","BP",1
"18940","GO:1901995",1,0.638057663004604,0,4,"positive regulation of meiotic cell cycle phase transition","BP",1
"18953","GO:1902025",1,0.693650676139447,0,3,"nitrate import","BP",1
"18956","GO:1902034",1,0.73181477396241,0,3,"negative regulation of hematopoietic stem cell proliferation","BP",1
"18962","GO:1902042",1,0.0450719600959472,0,27,"negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","BP",1
"18964","GO:1902044",1,0.568828174502686,0,4,"regulation of Fas signaling pathway","BP",1
"18974","GO:1902075",1,0.525059935121808,0,6,"cellular response to salt","BP",1
"18977","GO:1902080",1,0.623104893096471,0,5,"regulation of calcium ion import into sarcoplasmic reticulum","BP",1
"18978","GO:1902081",1,0.785409683808602,0,3,"negative regulation of calcium ion import into sarcoplasmic reticulum","BP",1
"18985","GO:1902102",1,0.601605813653797,0,5,"regulation of metaphase/anaphase transition of meiotic cell cycle","BP",1
"18986","GO:1902103",1,0.658807512190782,0,4,"negative regulation of metaphase/anaphase transition of meiotic cell cycle","BP",1
"18992","GO:1902109",1,0.700760473382223,0,4,"negative regulation of mitochondrial membrane permeability involved in apoptotic process","BP",1
"19007","GO:1902172",1,0.603956599124536,0,5,"regulation of keratinocyte apoptotic process","BP",1
"19008","GO:1902174",1,0.736030482744835,0,3,"positive regulation of keratinocyte apoptotic process","BP",1
"19029","GO:1902224",1,0.436214214794417,0,8,"ketone body metabolic process","BP",1
"19048","GO:1902256",1,0.681659907334896,0,3,"regulation of apoptotic process involved in outflow tract morphogenesis","BP",1
"19060","GO:1902282",1,0.305042010788124,0,11,"voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization","MF",1
"19064","GO:1902292",1,0.583114390134525,0,4,"cell cycle DNA replication initiation","BP",1
"19069","GO:1902307",1,0.158079839324406,0,18,"positive regulation of sodium ion transmembrane transport","BP",1
"19071","GO:1902315",1,0.583114390134525,0,4,"nuclear cell cycle DNA replication initiation","BP",1
"19073","GO:1902337",1,0.199310083501279,0,13,"regulation of apoptotic process involved in morphogenesis","BP",1
"19074","GO:1902338",1,0.546576638912584,0,5,"negative regulation of apoptotic process involved in morphogenesis","BP",1
"19075","GO:1902339",1,0.433197912961276,0,7,"positive regulation of apoptotic process involved in morphogenesis","BP",1
"19076","GO:1902340",1,0.58950167638392,0,4,"negative regulation of chromosome condensation","BP",1
"19078","GO:1902358",1,0.188646438376532,0,13,"sulfate transmembrane transport","BP",1
"19099","GO:1902423",1,0.303208923628517,0,10,"regulation of attachment of mitotic spindle microtubules to kinetochore","BP",1
"19101","GO:1902425",1,0.38111530471543,0,8,"positive regulation of attachment of mitotic spindle microtubules to kinetochore","BP",1
"19102","GO:1902426",1,0.790963535907016,0,3,"deactivation of mitotic spindle assembly checkpoint","BP",1
"19109","GO:1902445",1,0.80366440961635,0,3,"regulation of mitochondrial membrane permeability involved in programmed necrotic cell death","BP",1
"19112","GO:1902460",1,0.474768453257993,0,6,"regulation of mesenchymal stem cell proliferation","BP",1
"19113","GO:1902462",1,0.474768453257993,0,6,"positive regulation of mesenchymal stem cell proliferation","BP",1
"19116","GO:1902474",1,0.42298095085615,0,6,"positive regulation of protein localization to synapse","BP",1
"19122","GO:1902490",1,0.795336809848782,0,3,"regulation of sperm capacitation","BP",1
"19133","GO:1902510",1,0.435906270018842,0,8,"regulation of apoptotic DNA fragmentation","BP",1
"19134","GO:1902511",1,0.704495978548569,0,3,"negative regulation of apoptotic DNA fragmentation","BP",1
"19135","GO:1902512",1,0.747856880978815,0,4,"positive regulation of apoptotic DNA fragmentation","BP",1
"19136","GO:1902513",1,0.317240123397727,0,9,"regulation of organelle transport along microtubule","BP",1
"19139","GO:1902524",1,0.758127328997641,0,3,"positive regulation of protein K48-linked ubiquitination","BP",1
"19147","GO:1902547",1,0.0151795779070621,0,33,"regulation of cellular response to vascular endothelial growth factor stimulus","BP",1
"19148","GO:1902548",1,0.14601185010943,0,15,"negative regulation of cellular response to vascular endothelial growth factor stimulus","BP",1
"19167","GO:1902603",1,0.483947716134966,0,7,"carnitine transmembrane transport","BP",1
"19187","GO:1902644",1,0.103522295269895,0,21,"tertiary alcohol metabolic process","BP",1
"19188","GO:1902645",1,0.287513410564531,0,9,"tertiary alcohol biosynthetic process","BP",1
"19192","GO:1902659",1,0.715983962549759,0,3,"regulation of glucose mediated signaling pathway","BP",1
"19193","GO:1902661",1,0.715983962549759,0,3,"positive regulation of glucose mediated signaling pathway","BP",1
"19207","GO:1902710",1,0.090967549139611,0,18,"GABA receptor complex","CC",1
"19208","GO:1902711",1,0.127209131030242,0,16,"GABA-A receptor complex","CC",1
"19211","GO:1902723",1,0.721961253310641,0,3,"negative regulation of skeletal muscle satellite cell proliferation","BP",1
"19213","GO:1902725",1,0.619663214807124,0,4,"negative regulation of satellite cell differentiation","BP",1
"19217","GO:1902730",1,0.561660972842277,0,5,"positive regulation of proteoglycan biosynthetic process","BP",1
"19218","GO:1902731",1,0.534753963952896,0,4,"negative regulation of chondrocyte proliferation","BP",1
"19223","GO:1902744",1,0.412523240143755,0,7,"negative regulation of lamellipodium organization","BP",1
