"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ABCC3" 655.076204669918 -1.22760461574585 0.821712679343018 -1.49395846821708 0.135186474872105 0.271804287836533
"ABCC4" 588.77387164738 1.98181154855134 0.444829962615649 4.45521146304551 8.38105446766617e-06 0.000142951107810775
"ABCC5" 964.531715776631 0.146992432146293 0.826189491175357 0.177916124226149 NA NA
"ABCC6" 189.180544421849 -1.2224425355617 0.412340860970154 -2.96464078938369 0.00303036544217454 0.0164013182821711
"ABCC6P1" 3.63188894950565 1.4928445367119 2.47288435670407 0.603685543428165 0.546052727320146 0.694022579228456
"ABCC6P2" 3.45921845179291 -1.62142964925957 2.69499125310963 -0.60164560734239 0.547410063538287 0.695255064455692
"ABCC8" 207.410930349632 0.664707479125031 0.625074321789633 1.06340551187885 0.287598094248284 0.454319315577288
"ABCC9" 5193.07328067363 -1.07851836734378 0.444418355721653 -2.42680877929191 0.0152322820008644 0.0570145430477257
"ABCD1" 233.209866561523 -4.42922570866137 1.02728571596749 -4.31158113056208 1.62091277993291e-05 0.000243919848445905
"ABCD1P2" 0.0545286604570286 -0.429187651971401 3.52403195371485 -0.121788808276546 0.903066277668431 NA
"ABCD1P3" 0 NA NA NA NA NA
"ABCD1P4" 0 NA NA NA NA NA
"ABCD1P5" 0.0509467409566199 -1.67162581789946 3.51487690579999 -0.475585877599602 0.634369438504774 NA
"ABCD2" 211.51336981268 3.01260361867962 0.642794338213851 4.68673017103856 2.77604578184832e-06 5.54625018479696e-05
"ABCD3" 616.104612955904 0.826382300632629 0.465761271367346 1.7742615185814 0.0760199026123506 0.182959834075671
"ABCD4" 618.118915785751 0.351941597409106 0.587463593194325 0.599086652324152 0.5491151020655 0.696666201328837
"ABCE1" 870.111334307022 1.11065779623686 0.354264006781339 3.13511329115176 0.00171787754516198 0.0104812608240468
"ABCF1" 620.719747350418 -1.95612809192515 0.466069935133282 -4.19706989116507 2.70390509292549e-05 0.000371080007803699
"ABCF2" 305.931719517061 -0.331832211171594 0.42004195904914 -0.789997770515048 0.429529070364485 0.594955202083882
"ABCF2-H2BE1" 68.2370704834817 0.856335024060429 0.790656006811871 1.08306901697161 NA NA
"ABCF2P1" 0.222181790448024 0.996462327123441 3.45642406408616 0.288292845046747 0.773122583598689 NA
"ABCF2P2" 0 NA NA NA NA NA
"ABCF3" 264.243615807367 -2.14026642939979 0.445949544712504 -4.79934659599122 1.59184108736441e-06 3.423917954796e-05
"ABCG1" 886.733409096482 0.210982438674771 0.391956931747652 0.538279646526584 0.590384000795006 0.729844788384378
"ABCG2" 52.0600261941308 1.30376195981743 0.463962387500193 2.81005959737821 0.00495323269096395 0.0238527634791625
"ABCG4" 1.52011474910187 3.50227176749852 2.98305154688258 1.17405673769149 0.240372300388613 NA
"ABCG5" 20.7821164002423 0.215005316072079 0.935743336485253 0.229769540095963 0.818270854981613 0.890681437792247
"ABCG8" 168.297096438499 -0.123687310092861 0.510953252935156 -0.242071675603086 0.808724625178031 0.884900173211942
"ABHD1" 51.9167468442008 -1.36140183823149 0.607752116884168 -2.24006103871945 0.0250869604766888 0.0825699744048692
"ABHD10" 307.902870851111 0.484923639041486 0.436193318067635 1.11171725690281 0.266259737641361 0.432430798145402
"ABHD11" 115.497335074044 -0.596233563632821 0.576542274033527 -1.03415411234554 0.30106412241928 0.468493637211785
"ABHD11-AS1" 6.88920011823395 -2.03729618097328 1.77348156332055 -1.14875520733285 0.250656934196395 0.415552391364589
"ABHD12" 597.437604560523 0.0644700972305549 0.422643073428469 0.152540290575627 0.878760814953535 0.929134154701376
"ABHD12B" 175.47885193455 0.435612339828933 0.424291388813594 1.02668201927688 0.304570218715907 0.472336127477365
"ABHD13" 465.598485705559 1.39020585614917 0.511168255746101 2.71966390815882 0.00653482989395167 0.0296941598121017
"ABHD14A" 83.5890906743852 -1.58456168659463 0.588398022971036 -2.69300987551521 0.0070810171582873 0.031655274621829
"ABHD14A-ACY1" 11.2224717143902 -1.131520267833 2.17214466889101 -0.520923069277287 NA NA
"ABHD14B" 223.488272789303 -2.65020751350429 0.461531974798949 -5.74219698355411 9.3456015100045e-09 4.23504428427227e-07
"ABHD15" 243.66506125706 -2.71982859682113 0.814650290198962 -3.33864558761387 0.000841879010782601 0.00596101761221388
"ABHD16A" 132.735337856435 -0.623414074128718 0.79422263023812 -0.784936175819882 0.432490990391137 0.597518471621371
"ABHD16B" 33.9379612385922 -2.50299378556538 0.751043600951536 -3.33268771932044 0.00086011424448604 0.00606000633244069
"ABHD17A" 1129.01729736598 -2.83654122433332 0.407113200810993 -6.96745086792266 3.22735104332439e-12 3.42288044961941e-10
"ABHD17AP1" 4.92330597715906 -3.17761744500521 1.83577162986688 -1.73094375863932 0.0834617959575156 0.195322153708557
"ABHD17AP3" 0.665042940457316 2.24818565546663 3.42358405192198 0.656676050995306 0.511389236733682 NA
"ABHD17AP4" 0 NA NA NA NA NA
"ABHD17AP5" 0.282811173834916 1.27092285729191 3.4479557955303 0.36860184197821 0.712424522409813 NA
"ABHD17AP6" 0 NA NA NA NA NA
"ABHD17AP7" 0 NA NA NA NA NA
"ABHD17AP8" 0 NA NA NA NA NA
"ABHD17AP9" 0 NA NA NA NA NA
"ABHD17B" 235.223122174285 1.18599201153335 0.521921227270248 2.27235825938011 0.023064880640438 0.0775532302006228
"ABHD17C" 123.980590615037 2.64449187571365 1.05527622264231 2.50597125091295 0.0122115548406529 0.0479964896447425
"ABHD18" 508.778961865523 0.337993288359807 0.383845221376253 0.880545776102027 0.378563718392068 0.547922153862533
"ABHD2" 4355.07682822157 0.709927113814288 0.373917185689282 1.89862124819324 0.0576142926203342 0.151413125155772
"ABHD3" 284.836071480352 1.95831437270077 0.531481460789487 3.68463345794188 0.000229031996669053 0.00212008773518303
"ABHD4" 243.325395707631 -0.854511158108023 0.588753443859134 -1.45139050483835 0.146671152231766 0.287615667225529
"ABHD5" 455.228614427311 2.21217489369864 0.460922667599567 4.79944912498965 1.59102644029698e-06 3.423917954796e-05
"ABHD6" 152.928982509411 -0.012529816264737 0.374036375042912 -0.0334989244382968 0.973276723525849 0.985034495222674
"ABHD8" 55.1778281283047 -2.21722755948332 0.907187086712046 -2.44406869537717 0.0145226609912358 0.0549046904634529
"ABI1" 1366.06823707636 1.30061113205898 0.320740246368428 4.05502941020066 5.01279953254226e-05 0.000622742740681372
"ABI1P1" 2.55631501869186 3.27127277684303 1.88233205116189 1.73788294941045 0.0822314406454161 NA
"ABI2" 2516.22521073385 0.432382260854344 0.369227523779081 1.17104558302931 0.241580455253914 0.405802249141347
"ABI3" 186.993039406176 -1.56516825133088 0.478153807580158 -3.27335728905284 0.00106278043382617 0.00719795484716711
"ABI3BP" 9787.26114165513 0.392542321410178 0.427084995939323 0.919119906207025 0.358032858316023 0.527316971632676
"ABITRAM" 93.9037187940507 0.763942262871848 0.993272043692727 0.769116847416454 0.441823947631155 0.605341008164474
"ABITRAMP1" 0.107508975723603 -0.950287171687778 3.51487684005968 -0.270361442215324 0.786882200528807 NA
"ABL1" 1932.5782947971 -0.1349972947196 0.363963106897862 -0.370909282180308 0.710705101350965 0.818783351653203
"ABL2" 1957.97957591421 0.656779474191257 0.232962851878041 2.81924551016009 0.00481366847066425 0.0233588914367432
"ABLIM1" 3770.44146200339 0.00448627955965855 0.476408991404105 0.00941686584553387 0.992486539176509 0.995832785056381
"ABLIM2" 83.630115213133 -0.864047629238671 0.713267110068671 -1.21139418464912 0.225744367085737 0.387392799322016
"ABLIM3" 749.456495442388 -1.22909604511619 0.614524296092434 -2.00007721896697 0.0454919262868846 0.127521934237901
"ABO" 169.373925634897 0.346347923594046 0.580866750291743 0.596260542405106 0.551001186114839 0.698348121659279
"ABR" 3452.60749918749 -1.16122655267133 0.307499055040234 -3.77635811765142 0.000159138141439415 0.00158099422130567
"ABRA" 29.7953918347538 0.362333278601273 0.924671197656263 0.391850940658331 0.69516835358947 0.808785260953463
"ABRACL" 264.927117851208 1.06108408146691 0.612462609023979 1.73248793613352 0.0831867231989521 0.194903286559745
"ABRAXAS1" 502.422440407549 0.0358129215019726 0.335240331090675 0.106827604499311 0.914925747559562 0.95226318674763
"ABRAXAS2" 304.454726392357 1.25189912100539 0.580655856790589 2.15600877243348 0.0310829801682171 0.096989599620357
"ABT1" 170.712628286537 0.850159181272121 0.969280739906684 0.877103140782482 0.380430618912273 0.549803132126621
"ABT1P1" 3.79031453279971 1.15517802890329 1.86575604305507 0.619147413834312 0.535819250634535 0.685595618864455
"ABTB1" 543.831945896151 -0.709355556527394 0.460444969470242 -1.54058704853163 0.123417322037378 0.254935464384273
"ABTB2" 196.392178387924 -1.66465636173168 0.442807432187604 -3.7593234456517 0.000170373459281091 0.00166932501454824
"ACAA1" 513.886307810988 0.496513701958384 0.463332744647855 1.07161366791753 0.283893591733498 0.45088551213131
"ACAA2" 409.491550764773 -0.405879462185199 0.244285291806265 -1.66149774791636 0.0966135208510253 0.215647262089846
"ACACA" 1165.62806292228 0.597173841548391 0.382271452564558 1.56217221438355 0.118247424401097 0.24756639886654
"ACACB" 1343.89604089028 0.0726731097886745 0.651127669303164 0.111611152796577 0.911131728626801 0.949714056242428
"ACAD10" 303.618663277024 0.154347716389081 0.519904599575959 0.296876997270209 0.766560418392623 0.856847638879387
"ACAD11" 593.766431119811 1.02860239227511 0.709312431394277 1.45014008883675 NA NA
"ACAD8" 227.418408180046 0.874733437171091 0.785256430574687 1.11394622586016 0.265302256657208 0.431300899179426
"ACAD9" 806.592688693403 0.239749174042265 0.427477451510533 0.560846363229425 0.574902277324128 0.718006671316367
"ACADL" 291.500058227697 -1.01576081519504 0.434137694646727 -2.33972038761021 0.0192981818833884 0.0680796971997313
"ACADM" 1043.2905929672 -0.38961398199652 0.448026001655014 -0.869623594517464 0.38450613929072 0.553829943749019
"ACADS" 135.002515313537 -1.09858686943898 0.755024568606775 -1.45503459770345 0.145659683599121 0.286089950552887
"ACADSB" 933.301283281986 -0.0667082897930577 0.284400501116663 -0.234557567694628 0.814552146827558 0.888865764863982
"ACADVL" 1642.91080017604 -1.47886266044178 0.297569777442587 -4.96980127871727 6.70215557800432e-07 1.61473879296087e-05
"ACAN" 212.982989347222 3.9457761675359 0.848747612884771 4.64893934031198 3.33646309567605e-06 6.54780882526424e-05
"ACAP1" 209.934006104758 -0.344950073080195 0.383456843727566 -0.899579910289126 0.368343852305407 0.537770380450108
"ACAP2" 2712.87135296288 1.52848845281604 0.318216186964119 4.80330201740612 1.5607020211226e-06 3.36783956700904e-05
"ACAP3" 1139.38681200001 -3.25362482783465 0.606969873116964 -5.36043874982848 8.3020072005318e-08 2.71366756674432e-06
"ACAT1" 700.343362470184 -0.665066167693458 0.399817711565108 -1.66342347638883 0.0962276970162075 0.215243782763551
"ACAT2" 90.2123054890731 -0.382787237210232 0.616728817095492 -0.620673506084868 0.534814464736549 0.685016096689938
"ACBD3" 1375.35929002508 -0.421311917196336 0.277027794906657 -1.52082904655215 0.128302743223692 0.262355491450845
"ACBD4" 175.129528455175 -1.13826971574783 0.607972549250115 -1.87223866793295 0.0611735916666838 0.157895177248156
"ACBD5" 825.046607782732 -0.0487586854546601 0.348305940787895 -0.139988095937624 0.888669395837154 0.936482167094604
"ACBD6" 491.337826254923 0.441462074199966 0.410155449928726 1.07632868044708 0.281780286207945 0.448719521340165
"ACBD7" 313.434791793111 -0.390758756706373 0.402202365837308 -0.971547633472738 0.331275645064557 0.499720463530201
"ACCS" 347.900236899923 0.366358897779652 0.639553075128776 0.572835800540689 0.566755876488726 0.710547373070216
"ACCSL" 0.850232270618209 2.66564837525382 3.4113926029173 0.78139595336352 0.434569650419593 NA
"ACD" 101.225326067235 -1.85342033487696 1.06020544891507 -1.74817091986614 0.0804344354768483 0.190390130994627
"ACE" 215.377949515328 0.643901966496665 0.450202861285778 1.4302484987716 0.152645710335801 0.295983936437376
"ACE2" 68.0901226283836 0.805843097314796 0.819845490845879 0.98292069214574 0.325646472938689 0.494220202764843
"ACE3P" 0 NA NA NA NA NA
"ACER1" 6.6130838438145 0.6905487532302 1.08779804020723 0.634813382361532 0.525550134252998 0.67763477281884
"ACER2" 49.910338404989 0.19727145718304 0.646242393100347 0.305259232896545 0.760168722441213 0.852618785889371
"ACER2P1" 0 NA NA NA NA NA
"ACER3" 1661.095398895 0.652441507625937 0.304038475385382 2.14591757440876 0.0318795554085353 0.098810268193811
"ACHE" 10.8685419190539 2.13696031017876 2.15120005833752 0.993380556074469 0.320524533510936 0.489127404995757
"ACIN1" 2443.85606491726 -0.546573787878432 0.222063215986568 -2.46134320558292 0.0138417884900008 0.0529327619298285
"ACKR1" 314.023462789313 1.03746435577274 0.670161160463614 1.54808188981741 0.121602581745008 0.252477182297872
"ACKR2" 196.555733694348 -1.15962313559067 0.36903961718933 -3.14227275765828 0.00167641786685858 0.0102849525683979
"ACKR3" 1902.22152848652 0.570673772208225 0.44112741688105 1.29367105822422 0.195779066338532 0.350857343494876
"ACKR4" 83.854801944202 0.183328124450948 0.659464945581301 0.277995253090138 0.781016002677026 0.867140345290007
"ACKR4P1" 3.79922480994971 1.38268668963649 1.82835587613482 0.756245929845732 0.449501759733049 0.611824396704025
"ACLY" 1105.06833335552 -0.423361886801641 0.371838819713535 -1.13856290509904 0.254885507747788 0.420177912333527
"ACMSD" 23.0960731077822 0.739022620142881 1.04968043639307 0.704045340391716 0.481404538026426 0.63902037705272
"ACNATP" 0 NA NA NA NA NA
"ACO1" 1166.97597055468 1.33839194458433 0.427856134206318 3.12813545858603 0.00175919084709759 0.0106967500725211
"ACO2" 988.208421125089 -0.00416684169726884 0.250251860511463 -0.0166505922823218 0.986715363336249 0.992539482875667
"ACOD1" 0 NA NA NA NA NA
"ACOT1" 25.00060705222 1.62208751422577 0.838516579630422 1.93447279830854 0.0530550233935328 0.142680424507321
"ACOT11" 1094.968870181 -0.328643862740614 0.372318887077004 -0.882694577545412 0.37740131267114 0.546875346900426
"ACOT12" 1.92166896604349 1.32417872604011 2.66064622721117 0.497690640904215 0.618702105702892 NA
"ACOT13" 303.993008399 0.382876409028716 0.316334595818799 1.21035262690026 0.226143611650331 0.387844269111986
"ACOT2" 142.212188059954 -0.772769013679341 0.450614096453785 -1.71492418848152 0.086359127242451 0.199709899573573
"ACOT4" 19.3322655614099 0.325560482712843 0.968715053334585 0.336074557314015 0.736814644015804 0.836256843417695
"ACOT6" 1.52609519164946 0.875596582114425 2.21317695309439 0.395628818061835 0.692378874374758 NA
"ACOT7" 159.644933481899 -1.53634317872156 0.821369847695163 -1.87046454533566 NA NA
"ACOT8" 229.456197172151 -0.973809284067643 0.976752595119801 -0.996986636056189 0.318770996754869 0.487309277336145
"ACOT9" 709.557342762615 -0.24996324143025 0.268551561583445 -0.930783049468809 0.351965799572182 0.521385295517811
"ACOX1" 995.213188048035 -0.17271550415573 0.439746487604351 -0.392761531983231 0.694495619107584 0.808238379115515
"ACOX2" 173.382655409874 0.184078277776005 0.525712231858697 0.350150265907227 0.726225928952323 0.828984505844852
"ACOX3" 277.030499139169 -0.176038116265676 0.5675959349794 -0.310146893973202 0.756449252979777 0.849641823747396
"ACOXL" 138.007059441638 0.178820279674448 0.485323746017015 0.368455656954768 0.712533503570572 0.819614949099668
"ACP1" 544.94902708894 0.96449635095408 0.397433689783795 2.42681075043932 0.0152321992464858 0.0570145430477257
"ACP2" 540.154286351324 -0.28894918422975 0.433312086152484 -0.666838506157125 0.504875293817765 0.659290620435682
"ACP3" 275.727327634385 -0.43809250746438 0.513667509488938 -0.85287174947127 0.393730429598942 0.561920480693817
"ACP4" 3.21073556079259 2.64100128720083 1.95666237777894 1.34974807978814 0.177096804220134 0.327631592966344
"ACP5" 363.507086278943 -0.510712343561436 0.58152195095491 -0.878233990518847 0.379816749520986 0.549337456020524
"ACP6" 266.728532984648 0.659043735088564 0.704364903454723 0.935656691377054 0.34944997568555 0.518892096007907
"ACP7" 80.1049280722092 -1.57023113310811 0.656365733387525 -2.3923112576339 0.0167426369318168 0.0611973304827673
"ACR" 2.80320075729752 2.09672847785445 1.9193525269522 1.09241447228244 0.274650964675636 0.440858353705327
"ACRBP" 25.1905273961478 -0.386799147696758 0.994899430630138 -0.388782158063726 0.697437300356079 0.810148693958629
"ACRP1" 0.114428002363604 0.260273770200844 3.48830798668945 0.0746131853018672 0.940522483014311 NA
"ACRV1" 0.305680445739719 -2.73649412886154 3.50310613949633 -0.781162208592113 0.434707097633547 NA
"ACSBG1" 148.928868217155 1.13966878698391 0.832664910426151 1.36870038921255 0.171092948611088 0.319795537953178
"ACSBG2" 20.2049090444991 2.84098960529783 1.04062565288568 2.73007838834234 0.00633192675087368 0.0289237772017572
"ACSF2" 249.043731386238 -0.108569010483215 0.672635514165246 -0.161408382692894 0.871771764807727 0.924342314198419
"ACSF3" 815.894221754946 0.0949751738520211 0.404670661213938 0.234697453892785 0.814443564047284 0.888865764863982
"ACSL1" 2193.15727173401 1.83427011270398 0.61479447970605 2.98355006957933 0.00284925413335742 0.0156032074059362
"ACSL3" 1298.17660500163 0.827306123912327 0.411604474379398 2.00995415601278 0.0444360411392162 0.125447988370148
"ACSL4" 1797.68541422388 1.22407533054462 0.291565190773772 4.19829036276966 2.68937657800003e-05 0.000369562230108495
"ACSL5" 501.716186566002 2.52147810366133 0.93828333355343 2.68733122873672 0.00720254902038526 0.0320848134310683
"ACSL6" 131.37759434378 0.0316763609981015 0.487272310531906 0.0650075128700083 0.948168018504536 0.971606646159007
"ACSM1" 8.15240592908916 2.9041654930979 1.83696398559615 1.58095940686361 0.113887319570171 0.241309078709111
"ACSM2A" 316.166730252026 0.584509346295298 0.447442605328275 1.30633368243165 0.191439107541324 0.345533118970441
"ACSM2B" 131.185460851453 0.584842718614677 0.509245929971924 1.14844848862498 0.250783466369992 0.415658481791461
"ACSM3" 134.789503857321 1.70516921060529 0.754768677427952 2.25919445467192 0.0238712916243361 0.079619128924324
"ACSM4" 8.2314421415036 1.91943777064065 1.14125831207512 1.68186093396384 0.0925958095733806 0.209647657189092
"ACSM5" 178.995175537276 -1.07702177407978 0.690373852984841 -1.5600558587543 0.11874668152608 0.248315687776457
"ACSM5P1" 6.9569252982597 -2.20455586002951 1.47243633365962 -1.49721642262811 0.134336953510391 0.270532725587688
"ACSM6" 71.8832740259829 0.145802864705857 0.75113742596567 0.194109439452323 0.846090190588105 0.907848275979556
"ACSS1" 592.875732940784 0.135507700452846 0.546702271810809 0.247863796146322 0.804239792425278 0.882199329986665
"ACSS2" 378.98573946455 0.784193740714578 0.398273134282651 1.96898478258401 0.0489548385774063 0.134524603968427
"ACSS3" 505.755794490635 0.324230652027449 0.382769323861068 0.8470654041888 0.396958667027179 0.5648691082136
"ACTA1" 10.6648609525862 -1.09374166617678 1.26714502310175 -0.863154292710305 0.388052640356008 0.556526044455041
"ACTA2" 1717.37927416121 0.191251295656378 0.540039191006759 0.354143363743364 0.723231445623409 0.82733859978687
"ACTB" 32740.3469828932 -0.247475452107672 0.312939430512847 -0.790809428208224 0.42905520729204 0.594676450637102
"ACTBL2" 7.65925620985383 -2.88016940979742 2.39683042225696 -1.20165756536306 NA NA
"ACTBP1" 0.0572140011818021 -0.429187651971401 3.52403195371485 -0.121788808276546 0.903066277668431 NA
"ACTBP11" 0.0509467409566199 -1.67162581789946 3.51487690579999 -0.475585877599602 0.634369438504774 NA
"ACTBP12" 0 NA NA NA NA NA
"ACTBP14" 0.114428002363604 0.260273770200844 3.48830798668945 0.0746131853018672 0.940522483014311 NA
"ACTBP15" 0.549473546957261 0.611153479867628 3.42899658615842 0.178230996885394 0.858541567437471 NA
"ACTBP2" 0 NA NA NA NA NA
"ACTBP4" 28.0572238502127 5.37290702889714 1.04036023167633 5.16446790765907 2.41123840160465e-07 6.84867271931554e-06
"ACTBP6" 0.452497878135866 1.81897183639432 3.43504482234974 0.529533653988845 0.596435304957595 NA
"ACTBP7" 0 NA NA NA NA NA
"ACTBP8" 0.0509467409566199 -1.67162581789946 3.51487690579999 -0.475585877599602 0.634369438504774 NA
"ACTBP9" 0 NA NA NA NA NA
"ACTC1" 3.5177748978356 1.68033618132346 1.73533820456665 0.968304724059871 0.332892206170853 0.501135349100841
"ACTE1P" 42.9672414812276 -1.75275922757231 0.66496512128201 -2.63586641084738 0.00839227639953489 0.0361177636801913
